pickup_date,count,holiday,weekday,taxi_type
2015-01-01,74620,1,3,fhv_
2015-01-02,61560,0,4,fhv_
2015-01-03,81496,0,5,fhv_
2015-01-04,62365,0,6,fhv_
2015-01-05,70595,0,0,fhv_
2015-01-06,80901,0,1,fhv_
2015-01-07,92253,0,2,fhv_
2015-01-08,103040,0,3,fhv_
2015-01-09,98686,0,4,fhv_
2015-01-10,103325,0,5,fhv_
2015-01-11,80304,0,6,fhv_
2015-01-12,87114,0,0,fhv_
2015-01-13,93773,0,1,fhv_
2015-01-14,94155,0,2,fhv_
2015-01-15,99494,0,3,fhv_
2015-01-16,104061,0,4,fhv_
2015-01-17,98363,0,5,fhv_
2015-01-18,95187,0,6,fhv_
2015-01-19,67100,1,0,fhv_
2015-01-20,83243,0,1,fhv_
2015-01-21,88124,0,2,fhv_
2015-01-22,95578,0,3,fhv_
2015-01-23,102086,0,4,fhv_
2015-01-24,102847,0,5,fhv_
2015-01-25,80509,0,6,fhv_
2015-01-26,62810,0,0,fhv_
2015-01-27,32777,0,1,fhv_
2015-01-28,88144,0,2,fhv_
2015-01-29,100558,0,3,fhv_
2015-01-30,115879,0,4,fhv_
2015-01-31,119839,0,5,fhv_
2015-02-01,101403,0,6,fhv_
2015-02-02,91856,0,0,fhv_
2015-02-03,101741,0,1,fhv_
2015-02-04,100212,0,2,fhv_
2015-02-05,114928,0,3,fhv_
2015-02-06,119351,0,4,fhv_
2015-02-07,108211,0,5,fhv_
2015-02-08,87835,0,6,fhv_
2015-02-09,91031,0,0,fhv_
2015-02-10,96857,0,1,fhv_
2015-02-11,105480,0,2,fhv_
2015-02-12,116694,1,3,fhv_
2015-02-13,131011,0,4,fhv_
2015-02-14,126311,0,5,fhv_
2015-02-15,114221,1,6,fhv_
2015-02-16,98888,1,0,fhv_
2015-02-17,100984,0,1,fhv_
2015-02-18,103735,0,2,fhv_
2015-02-19,122575,0,3,fhv_
2015-02-20,135286,0,4,fhv_
2015-02-21,119669,0,5,fhv_
2015-02-22,89118,0,6,fhv_
2015-02-23,103799,0,0,fhv_
2015-02-24,112600,0,1,fhv_
2015-02-25,107801,0,2,fhv_
2015-02-26,117405,0,3,fhv_
2015-02-27,120173,0,4,fhv_
2015-02-28,114008,0,5,fhv_
2015-03-01,94159,0,6,fhv_
2015-03-02,89591,0,0,fhv_
2015-03-03,106511,0,1,fhv_
2015-03-04,106036,0,2,fhv_
2015-03-05,101643,0,3,fhv_
2015-03-06,115545,0,4,fhv_
2015-03-07,112928,0,5,fhv_
2015-03-08,90175,0,6,fhv_
2015-03-09,85898,0,0,fhv_
2015-03-10,104791,0,1,fhv_
2015-03-11,98635,0,2,fhv_
2015-03-12,112819,0,3,fhv_
2015-03-13,113674,0,4,fhv_
2015-03-14,124138,0,5,fhv_
2015-03-15,92366,0,6,fhv_
2015-03-16,87086,0,0,fhv_
2015-03-17,94537,0,1,fhv_
2015-03-18,104360,0,2,fhv_
2015-03-19,110847,0,3,fhv_
2015-03-20,128832,0,4,fhv_
2015-03-21,112030,0,5,fhv_
2015-03-22,98810,0,6,fhv_
2015-03-23,93378,0,0,fhv_
2015-03-24,96078,0,1,fhv_
2015-03-25,106755,0,2,fhv_
2015-03-26,112368,0,3,fhv_
2015-03-27,119869,0,4,fhv_
2015-03-28,123934,0,5,fhv_
2015-03-29,104405,0,6,fhv_
2015-03-30,94457,0,0,fhv_
2015-03-31,108817,0,1,fhv_
2015-04-01,125456,0,2,fhv_
2015-04-02,129668,0,3,fhv_
2015-04-03,126376,0,4,fhv_
2015-04-04,113562,0,5,fhv_
2015-04-05,101810,0,6,fhv_
2015-04-06,102823,0,0,fhv_
2015-04-07,121342,0,1,fhv_
2015-04-08,126662,0,2,fhv_
2015-04-09,133273,0,3,fhv_
2015-04-10,136399,0,4,fhv_
2015-04-11,128328,0,5,fhv_
2015-04-12,116321,0,6,fhv_
2015-04-13,110980,0,0,fhv_
2015-04-14,118971,0,1,fhv_
2015-04-15,124212,0,2,fhv_
2015-04-16,137017,0,3,fhv_
2015-04-17,140885,0,4,fhv_
2015-04-18,140908,0,5,fhv_
2015-04-19,121861,0,6,fhv_
2015-04-20,137450,0,0,fhv_
2015-04-21,125378,0,1,fhv_
2015-04-22,140074,0,2,fhv_
2015-04-23,150652,0,3,fhv_
2015-04-24,159843,0,4,fhv_
2015-04-25,153874,0,5,fhv_
2015-04-26,133068,0,6,fhv_
2015-04-27,119942,0,0,fhv_
2015-04-28,123211,0,1,fhv_
2015-04-29,133173,0,2,fhv_
2015-04-30,141019,0,3,fhv_
2015-05-01,147291,0,4,fhv_
2015-05-02,147598,0,5,fhv_
2015-05-03,120803,0,6,fhv_
2015-05-04,117398,0,0,fhv_
2015-05-05,130301,0,1,fhv_
2015-05-06,136048,0,2,fhv_
2015-05-07,143629,0,3,fhv_
2015-05-08,145035,0,4,fhv_
2015-05-09,141370,0,5,fhv_
2015-05-10,120539,0,6,fhv_
2015-05-11,124045,0,0,fhv_
2015-05-12,139355,0,1,fhv_
2015-05-13,141431,0,2,fhv_
2015-05-14,149968,0,3,fhv_
2015-05-15,154620,0,4,fhv_
2015-05-16,166385,0,5,fhv_
2015-05-17,135181,0,6,fhv_
2015-05-18,129306,0,0,fhv_
2015-05-19,140284,0,1,fhv_
2015-05-20,146832,0,2,fhv_
2015-05-21,151457,0,3,fhv_
2015-05-22,137112,0,4,fhv_
2015-05-23,117958,0,5,fhv_
2015-05-24,104848,0,6,fhv_
2015-05-25,92407,1,0,fhv_
2015-05-26,123923,0,1,fhv_
2015-05-27,142927,0,2,fhv_
2015-05-28,149821,0,3,fhv_
2015-05-29,151619,0,4,fhv_
2015-05-30,146215,0,5,fhv_
2015-05-31,136416,0,6,fhv_
2015-06-01,146632,0,0,fhv_
2015-06-02,151728,0,1,fhv_
2015-06-03,140003,0,2,fhv_
2015-06-04,148275,0,3,fhv_
2015-06-05,152700,0,4,fhv_
2015-06-06,140355,0,5,fhv_
2015-06-07,125643,0,6,fhv_
2015-06-08,127236,0,0,fhv_
2015-06-09,133801,0,1,fhv_
2015-06-10,138886,0,2,fhv_
2015-06-11,155005,0,3,fhv_
2015-06-12,157709,0,4,fhv_
2015-06-13,139672,0,5,fhv_
2015-06-14,127324,0,6,fhv_
2015-06-15,136753,0,0,fhv_
2015-06-16,140588,0,1,fhv_
2015-06-17,145680,0,2,fhv_
2015-06-18,152533,0,3,fhv_
2015-06-19,152731,0,4,fhv_
2015-06-20,139811,0,5,fhv_
2015-06-21,124837,0,6,fhv_
2015-06-22,124594,0,0,fhv_
2015-06-23,146397,0,1,fhv_
2015-06-24,143999,0,2,fhv_
2015-06-25,152705,0,3,fhv_
2015-06-26,148779,0,4,fhv_
2015-06-27,176090,0,5,fhv_
2015-06-28,127125,0,6,fhv_
2015-06-29,118959,0,0,fhv_
2015-06-30,124011,0,1,fhv_
2015-07-01,134880,0,2,fhv_
2015-07-02,128591,0,3,fhv_
2015-07-03,101854,1,4,fhv_
2015-07-04,95492,1,5,fhv_
2015-07-05,99985,0,6,fhv_
2015-07-06,107932,0,0,fhv_
2015-07-07,127524,0,1,fhv_
2015-07-08,136588,0,2,fhv_
2015-07-09,154469,0,3,fhv_
2015-07-10,145599,0,4,fhv_
2015-07-11,146838,0,5,fhv_
2015-07-12,135498,0,6,fhv_
2015-07-13,123379,0,0,fhv_
2015-07-14,142160,0,1,fhv_
2015-07-15,155896,0,2,fhv_
2015-07-16,155530,0,3,fhv_
2015-07-17,152100,0,4,fhv_
2015-07-18,158542,0,5,fhv_
2015-07-19,145055,0,6,fhv_
2015-07-20,142513,0,0,fhv_
2015-07-21,147046,0,1,fhv_
2015-07-22,152718,0,2,fhv_
2015-07-23,160017,0,3,fhv_
2015-07-24,158535,0,4,fhv_
2015-07-25,151514,0,5,fhv_
2015-07-26,135755,0,6,fhv_
2015-07-27,132389,0,0,fhv_
2015-07-28,150437,0,1,fhv_
2015-07-29,161374,0,2,fhv_
2015-07-30,178324,0,3,fhv_
2015-07-31,166452,0,4,fhv_
2015-08-01,180985,0,5,fhv_
2015-08-02,159881,0,6,fhv_
2015-08-03,155524,0,0,fhv_
2015-08-04,170346,0,1,fhv_
2015-08-05,174873,0,2,fhv_
2015-08-06,181077,0,3,fhv_
2015-08-07,183548,0,4,fhv_
2015-08-08,163249,0,5,fhv_
2015-08-09,149076,0,6,fhv_
2015-08-10,146757,0,0,fhv_
2015-08-11,175822,0,1,fhv_
2015-08-12,172458,0,2,fhv_
2015-08-13,177052,0,3,fhv_
2015-08-14,181792,0,4,fhv_
2015-08-15,177046,0,5,fhv_
2015-08-16,160287,0,6,fhv_
2015-08-17,157042,0,0,fhv_
2015-08-18,168581,0,1,fhv_
2015-08-19,176148,0,2,fhv_
2015-08-20,185695,0,3,fhv_
2015-08-21,187302,0,4,fhv_
2015-08-22,179198,0,5,fhv_
2015-08-23,158914,0,6,fhv_
2015-08-24,151962,0,0,fhv_
2015-08-25,160661,0,1,fhv_
2015-08-26,166601,0,2,fhv_
2015-08-27,175314,0,3,fhv_
2015-08-28,181272,0,4,fhv_
2015-08-29,178130,0,5,fhv_
2015-08-30,166353,0,6,fhv_
2015-08-31,158442,0,0,fhv_
2015-09-01,193620,0,1,fhv_
2015-09-02,201962,0,2,fhv_
2015-09-03,214435,0,3,fhv_
2015-09-04,220476,0,4,fhv_
2015-09-05,205769,0,5,fhv_
2015-09-06,192069,0,6,fhv_
2015-09-07,167330,1,0,fhv_
2015-09-08,213578,0,1,fhv_
2015-09-09,235356,0,2,fhv_
2015-09-10,279998,0,3,fhv_
2015-09-11,254440,0,4,fhv_
2015-09-12,267774,0,5,fhv_
2015-09-13,223536,0,6,fhv_
2015-09-14,189409,0,0,fhv_
2015-09-15,205081,0,1,fhv_
2015-09-16,232782,0,2,fhv_
2015-09-17,243549,0,3,fhv_
2015-09-18,256928,0,4,fhv_
2015-09-19,258707,0,5,fhv_
2015-09-20,223122,0,6,fhv_
2015-09-21,199922,0,0,fhv_
2015-09-22,195986,0,1,fhv_
2015-09-23,186226,0,2,fhv_
2015-09-24,202218,0,3,fhv_
2015-09-25,224984,0,4,fhv_
2015-09-26,254715,0,5,fhv_
2015-09-27,219040,0,6,fhv_
2015-09-28,190496,0,0,fhv_
2015-09-29,209099,0,1,fhv_
2015-09-30,220231,0,2,fhv_
2015-10-01,291178,0,3,fhv_
2015-10-02,353017,0,4,fhv_
2015-10-03,292048,0,5,fhv_
2015-10-04,243914,0,6,fhv_
2015-10-05,223003,0,0,fhv_
2015-10-06,235490,0,1,fhv_
2015-10-07,257422,0,2,fhv_
2015-10-08,277925,0,3,fhv_
2015-10-09,302988,0,4,fhv_
2015-10-10,286376,0,5,fhv_
2015-10-11,254330,0,6,fhv_
2015-10-12,215172,1,0,fhv_
2015-10-13,246237,0,1,fhv_
2015-10-14,256949,0,2,fhv_
2015-10-15,279816,0,3,fhv_
2015-10-16,304867,0,4,fhv_
2015-10-17,308387,0,5,fhv_
2015-10-18,273883,0,6,fhv_
2015-10-19,249743,0,0,fhv_
2015-10-20,248664,0,1,fhv_
2015-10-21,259924,0,2,fhv_
2015-10-22,281305,0,3,fhv_
2015-10-23,305990,0,4,fhv_
2015-10-24,307620,0,5,fhv_
2015-10-25,265427,0,6,fhv_
2015-10-26,243503,0,0,fhv_
2015-10-27,254928,0,1,fhv_
2015-10-28,318991,0,2,fhv_
2015-10-29,290867,0,3,fhv_
2015-10-30,322879,0,4,fhv_
2015-10-31,332530,0,5,fhv_
2015-11-01,297096,0,6,fhv_
2015-11-02,242961,0,0,fhv_
2015-11-03,245625,1,1,fhv_
2015-11-04,265158,0,2,fhv_
2015-11-05,292281,0,3,fhv_
2015-11-06,303526,0,4,fhv_
2015-11-07,308018,0,5,fhv_
2015-11-08,269915,0,6,fhv_
2015-11-09,247682,0,0,fhv_
2015-11-10,298469,0,1,fhv_
2015-11-11,257946,1,2,fhv_
2015-11-12,300680,0,3,fhv_
2015-11-13,319308,0,4,fhv_
2015-11-14,329575,0,5,fhv_
2015-11-15,276919,0,6,fhv_
2015-11-16,246949,0,0,fhv_
2015-11-17,268189,0,1,fhv_
2015-11-18,278112,0,2,fhv_
2015-11-19,348464,0,3,fhv_
2015-11-20,320913,0,4,fhv_
2015-11-21,321740,0,5,fhv_
2015-11-22,273869,0,6,fhv_
2015-11-23,269662,0,0,fhv_
2015-11-24,279391,0,1,fhv_
2015-11-25,277629,0,2,fhv_
2015-11-26,231883,1,3,fhv_
2015-11-27,209796,0,4,fhv_
2015-11-28,243803,0,5,fhv_
2015-11-29,236854,0,6,fhv_
2015-11-30,256063,0,0,fhv_
2015-12-01,299628,0,1,fhv_
2015-12-02,294678,0,2,fhv_
2015-12-03,305761,0,3,fhv_
2015-12-04,328676,0,4,fhv_
2015-12-05,323120,0,5,fhv_
2015-12-06,279436,0,6,fhv_
2015-12-07,270166,0,0,fhv_
2015-12-08,286765,0,1,fhv_
2015-12-09,294729,0,2,fhv_
2015-12-10,312132,0,3,fhv_
2015-12-11,335521,0,4,fhv_
2015-12-12,341402,0,5,fhv_
2015-12-13,284318,0,6,fhv_
2015-12-14,286854,0,0,fhv_
2015-12-15,289316,0,1,fhv_
2015-12-16,314874,0,2,fhv_
2015-12-17,368560,0,3,fhv_
2015-12-18,367156,0,4,fhv_
2015-12-19,360825,0,5,fhv_
2015-12-20,296274,0,6,fhv_
2015-12-21,264714,0,0,fhv_
2015-12-22,277493,0,1,fhv_
2015-12-23,293865,0,2,fhv_
2015-12-24,242890,0,3,fhv_
2015-12-25,201578,1,4,fhv_
2015-12-26,197011,0,5,fhv_
2015-12-27,213874,0,6,fhv_
2015-12-28,223398,0,0,fhv_
2015-12-29,230763,0,1,fhv_
2015-12-30,242176,0,2,fhv_
2015-12-31,260856,0,3,fhv_
2016-01-01,278875,1,4,fhv_
2016-01-02,234490,0,5,fhv_
2016-01-03,224798,0,6,fhv_
2016-01-04,253259,0,0,fhv_
2016-01-05,270739,0,1,fhv_
2016-01-06,260073,0,2,fhv_
2016-01-07,264650,0,3,fhv_
2016-01-08,289655,0,4,fhv_
2016-01-09,281424,0,5,fhv_
2016-01-10,269801,0,6,fhv_
2016-01-11,262148,0,0,fhv_
2016-01-12,266183,0,1,fhv_
2016-01-13,296484,0,2,fhv_
2016-01-14,299922,0,3,fhv_
2016-01-15,309207,0,4,fhv_
2016-01-16,298886,0,5,fhv_
2016-01-17,288371,0,6,fhv_
2016-01-18,249400,1,0,fhv_
2016-01-19,309534,0,1,fhv_
2016-01-20,291744,0,2,fhv_
2016-01-21,310505,0,3,fhv_
2016-01-22,342436,0,4,fhv_
2016-01-23,82645,0,5,fhv_
2016-01-24,150232,0,6,fhv_
2016-01-25,266061,0,0,fhv_
2016-01-26,287110,0,1,fhv_
2016-01-27,291722,0,2,fhv_
2016-01-28,305361,0,3,fhv_
2016-01-29,344226,0,4,fhv_
2016-01-30,345203,0,5,fhv_
2016-01-31,285659,0,6,fhv_
2016-02-01,266248,0,0,fhv_
2016-02-02,273517,0,1,fhv_
2016-02-03,319272,0,2,fhv_
2016-02-04,310376,0,3,fhv_
2016-02-05,348154,0,4,fhv_
2016-02-06,338614,0,5,fhv_
2016-02-07,303113,0,6,fhv_
2016-02-08,283804,0,0,fhv_
2016-02-09,289321,0,1,fhv_
2016-02-10,312758,0,2,fhv_
2016-02-11,366535,0,3,fhv_
2016-02-12,388833,1,4,fhv_
2016-02-13,415101,0,5,fhv_
2016-02-14,386062,0,6,fhv_
2016-02-15,285124,1,0,fhv_
2016-02-16,310354,0,1,fhv_
2016-02-17,303155,0,2,fhv_
2016-02-18,330476,0,3,fhv_
2016-02-19,356257,0,4,fhv_
2016-02-20,343577,0,5,fhv_
2016-02-21,300748,0,6,fhv_
2016-02-22,279223,0,0,fhv_
2016-02-23,335878,0,1,fhv_
2016-02-24,355672,0,2,fhv_
2016-02-25,333697,0,3,fhv_
2016-02-26,363861,0,4,fhv_
2016-02-27,353036,0,5,fhv_
2016-02-28,297541,0,6,fhv_
2016-02-29,277518,0,0,fhv_
2016-03-01,284396,0,1,fhv_
2016-03-02,314954,0,2,fhv_
2016-03-03,332944,0,3,fhv_
2016-03-04,362749,0,4,fhv_
2016-03-05,348306,0,5,fhv_
2016-03-06,298249,0,6,fhv_
2016-03-07,274934,0,0,fhv_
2016-03-08,283935,0,1,fhv_
2016-03-09,293106,0,2,fhv_
2016-03-10,312594,0,3,fhv_
2016-03-11,339688,0,4,fhv_
2016-03-12,338137,0,5,fhv_
2016-03-13,283914,0,6,fhv_
2016-03-14,319969,0,0,fhv_
2016-03-15,291730,0,1,fhv_
2016-03-16,308299,0,2,fhv_
2016-03-17,322589,0,3,fhv_
2016-03-18,345227,0,4,fhv_
2016-03-19,343349,0,5,fhv_
2016-03-20,305176,0,6,fhv_
2016-03-21,280307,0,0,fhv_
2016-03-22,289190,0,1,fhv_
2016-03-23,302185,0,2,fhv_
2016-03-24,326330,0,3,fhv_
2016-03-25,322558,0,4,fhv_
2016-03-26,325080,0,5,fhv_
2016-03-27,292732,0,6,fhv_
2016-03-28,288470,0,0,fhv_
2016-03-29,287570,0,1,fhv_
2016-03-30,297986,0,2,fhv_
2016-03-31,296742,0,3,fhv_
2016-04-01,362025,0,4,fhv_
2016-04-02,368375,0,5,fhv_
2016-04-03,328952,0,6,fhv_
2016-04-04,341315,0,0,fhv_
2016-04-05,336290,0,1,fhv_
2016-04-06,337068,0,2,fhv_
2016-04-07,355588,0,3,fhv_
2016-04-08,383179,0,4,fhv_
2016-04-09,404938,0,5,fhv_
2016-04-10,324058,0,6,fhv_
2016-04-11,304321,0,0,fhv_
2016-04-12,326014,0,1,fhv_
2016-04-13,324820,0,2,fhv_
2016-04-14,348911,0,3,fhv_
2016-04-15,375815,0,4,fhv_
2016-04-16,375904,0,5,fhv_
2016-04-17,322889,0,6,fhv_
2016-04-18,296306,0,0,fhv_
2016-04-19,305462,0,1,fhv_
2016-04-20,323942,0,2,fhv_
2016-04-21,334919,0,3,fhv_
2016-04-22,347680,0,4,fhv_
2016-04-23,351910,0,5,fhv_
2016-04-24,303089,0,6,fhv_
2016-04-25,278132,0,0,fhv_
2016-04-26,306709,0,1,fhv_
2016-04-27,309231,0,2,fhv_
2016-04-28,333721,0,3,fhv_
2016-04-29,368295,0,4,fhv_
2016-04-30,358330,0,5,fhv_
2016-05-01,329980,0,6,fhv_
2016-05-02,307851,0,0,fhv_
2016-05-03,354696,0,1,fhv_
2016-05-04,358625,0,2,fhv_
2016-05-05,383690,0,3,fhv_
2016-05-06,440063,0,4,fhv_
2016-05-07,383547,0,5,fhv_
2016-05-08,341480,0,6,fhv_
2016-05-09,301323,0,0,fhv_
2016-05-10,319889,0,1,fhv_
2016-05-11,330445,0,2,fhv_
2016-05-12,356390,0,3,fhv_
2016-05-13,393954,0,4,fhv_
2016-05-14,390555,0,5,fhv_
2016-05-15,349078,0,6,fhv_
2016-05-16,316977,0,0,fhv_
2016-05-17,338584,0,1,fhv_
2016-05-18,345971,0,2,fhv_
2016-05-19,358820,0,3,fhv_
2016-05-20,377649,0,4,fhv_
2016-05-21,395276,0,5,fhv_
2016-05-22,322728,0,6,fhv_
2016-05-23,305314,0,0,fhv_
2016-05-24,331130,0,1,fhv_
2016-05-25,340535,0,2,fhv_
2016-05-26,354363,0,3,fhv_
2016-05-27,362362,0,4,fhv_
2016-05-28,350970,0,5,fhv_
2016-05-29,312565,0,6,fhv_
2016-05-30,271561,1,0,fhv_
2016-05-31,313161,0,1,fhv_
2016-06-01,333192,0,2,fhv_
2016-06-02,361696,0,3,fhv_
2016-06-03,390630,0,4,fhv_
2016-06-04,394038,0,5,fhv_
2016-06-05,339076,0,6,fhv_
2016-06-06,327950,0,0,fhv_
2016-06-07,351002,0,1,fhv_
2016-06-08,392622,0,2,fhv_
2016-06-09,378358,0,3,fhv_
2016-06-10,391983,0,4,fhv_
2016-06-11,394748,0,5,fhv_
2016-06-12,334949,0,6,fhv_
2016-06-13,307353,0,0,fhv_
2016-06-14,333298,0,1,fhv_
2016-06-15,354605,0,2,fhv_
2016-06-16,380656,0,3,fhv_
2016-06-17,388112,0,4,fhv_
2016-06-18,384118,0,5,fhv_
2016-06-19,334692,0,6,fhv_
2016-06-20,316344,0,0,fhv_
2016-06-21,339992,0,1,fhv_
2016-06-22,356633,0,2,fhv_
2016-06-23,376272,0,3,fhv_
2016-06-24,393572,0,4,fhv_
2016-06-25,400421,0,5,fhv_
2016-06-26,346570,0,6,fhv_
2016-06-27,339181,0,0,fhv_
2016-06-28,341458,0,1,fhv_
2016-06-29,341255,0,2,fhv_
2016-06-30,343847,0,3,fhv_
2016-07-01,370899,0,4,fhv_
2016-07-02,322040,0,5,fhv_
2016-07-03,299439,0,6,fhv_
2016-07-04,261741,1,0,fhv_
2016-07-05,303881,0,1,fhv_
2016-07-06,315192,0,2,fhv_
2016-07-07,346189,0,3,fhv_
2016-07-08,371633,0,4,fhv_
2016-07-09,370599,0,5,fhv_
2016-07-10,323563,0,6,fhv_
2016-07-11,304681,0,0,fhv_
2016-07-12,325578,0,1,fhv_
2016-07-13,359102,0,2,fhv_
2016-07-14,376866,0,3,fhv_
2016-07-15,395920,0,4,fhv_
2016-07-16,394061,0,5,fhv_
2016-07-17,345092,0,6,fhv_
2016-07-18,337792,0,0,fhv_
2016-07-19,335548,0,1,fhv_
2016-07-20,350291,0,2,fhv_
2016-07-21,372082,0,3,fhv_
2016-07-22,409032,0,4,fhv_
2016-07-23,408105,0,5,fhv_
2016-07-24,350650,0,6,fhv_
2016-07-25,354137,0,0,fhv_
2016-07-26,349107,0,1,fhv_
2016-07-27,359202,0,2,fhv_
2016-07-28,379488,0,3,fhv_
2016-07-29,412774,0,4,fhv_
2016-07-30,421253,0,5,fhv_
2016-07-31,351421,0,6,fhv_
2016-08-01,322890,0,0,fhv_
2016-08-02,334189,0,1,fhv_
2016-08-03,344567,0,2,fhv_
2016-08-04,361898,0,3,fhv_
2016-08-05,384614,0,4,fhv_
2016-08-06,388183,0,5,fhv_
2016-08-07,340252,0,6,fhv_
2016-08-08,310650,0,0,fhv_
2016-08-09,335639,0,1,fhv_
2016-08-10,357539,0,2,fhv_
2016-08-11,390414,0,3,fhv_
2016-08-12,420499,0,4,fhv_
2016-08-13,424573,0,5,fhv_
2016-08-14,363470,0,6,fhv_
2016-08-15,333794,0,0,fhv_
2016-08-16,356607,0,1,fhv_
2016-08-17,359751,0,2,fhv_
2016-08-18,373439,0,3,fhv_
2016-08-19,398713,0,4,fhv_
2016-08-20,396518,0,5,fhv_
2016-08-21,364764,0,6,fhv_
2016-08-22,315878,0,0,fhv_
2016-08-23,331270,0,1,fhv_
2016-08-24,348051,0,2,fhv_
2016-08-25,370656,0,3,fhv_
2016-08-26,398428,0,4,fhv_
2016-08-27,408750,0,5,fhv_
2016-08-28,367119,0,6,fhv_
2016-08-29,328424,0,0,fhv_
2016-08-30,336408,0,1,fhv_
2016-08-31,357016,0,2,fhv_
2016-09-01,379925,0,3,fhv_
2016-09-02,381891,0,4,fhv_
2016-09-03,380189,0,5,fhv_
2016-09-04,358513,0,6,fhv_
2016-09-05,305535,1,0,fhv_
2016-09-06,354525,0,1,fhv_
2016-09-07,369306,0,2,fhv_
2016-09-08,405664,0,3,fhv_
2016-09-09,450511,0,4,fhv_
2016-09-10,473792,0,5,fhv_
2016-09-11,393353,0,6,fhv_
2016-09-12,344503,0,0,fhv_
2016-09-13,364830,0,1,fhv_
2016-09-14,388409,0,2,fhv_
2016-09-15,402228,0,3,fhv_
2016-09-16,438647,0,4,fhv_
2016-09-17,453696,0,5,fhv_
2016-09-18,397592,0,6,fhv_
2016-09-19,345287,0,0,fhv_
2016-09-20,356470,0,1,fhv_
2016-09-21,358383,0,2,fhv_
2016-09-22,386533,0,3,fhv_
2016-09-23,426034,0,4,fhv_
2016-09-24,463222,0,5,fhv_
2016-09-25,391856,0,6,fhv_
2016-09-26,343328,0,0,fhv_
2016-09-27,368396,0,1,fhv_
2016-09-28,390668,0,2,fhv_
2016-09-29,410605,0,3,fhv_
2016-09-30,475767,0,4,fhv_
2016-10-01,435637,0,5,fhv_
2016-10-02,380963,0,6,fhv_
2016-10-03,312427,0,0,fhv_
2016-10-04,334111,0,1,fhv_
2016-10-05,374423,0,2,fhv_
2016-10-06,406149,0,3,fhv_
2016-10-07,420664,0,4,fhv_
2016-10-08,469571,0,5,fhv_
2016-10-09,414303,0,6,fhv_
2016-10-10,323243,1,0,fhv_
2016-10-11,338479,0,1,fhv_
2016-10-12,322970,0,2,fhv_
2016-10-13,401902,0,3,fhv_
2016-10-14,438232,0,4,fhv_
2016-10-15,463304,0,5,fhv_
2016-10-16,402182,0,6,fhv_
2016-10-17,340514,0,0,fhv_
2016-10-18,357888,0,1,fhv_
2016-10-19,388121,0,2,fhv_
2016-10-20,414374,0,3,fhv_
2016-10-21,484966,0,4,fhv_
2016-10-22,510178,0,5,fhv_
2016-10-23,414525,0,6,fhv_
2016-10-24,352281,0,0,fhv_
2016-10-25,391101,0,1,fhv_
2016-10-26,412328,0,2,fhv_
2016-10-27,492103,0,3,fhv_
2016-10-28,491722,0,4,fhv_
2016-10-29,527349,0,5,fhv_
2016-10-30,470112,0,6,fhv_
2016-10-31,371863,0,0,fhv_
2016-11-01,385845,0,1,fhv_
2016-11-02,386669,0,2,fhv_
2016-11-03,432607,0,3,fhv_
2016-11-04,457119,0,4,fhv_
2016-11-05,480590,0,5,fhv_
2016-11-06,394446,0,6,fhv_
2016-11-07,370008,0,0,fhv_
2016-11-08,363908,1,1,fhv_
2016-11-09,413540,0,2,fhv_
2016-11-10,416518,0,3,fhv_
2016-11-11,454306,1,4,fhv_
2016-11-12,490098,0,5,fhv_
2016-11-13,418598,0,6,fhv_
2016-11-14,354638,0,0,fhv_
2016-11-15,416332,0,1,fhv_
2016-11-16,386754,0,2,fhv_
2016-11-17,413999,0,3,fhv_
2016-11-18,441687,0,4,fhv_
2016-11-19,485054,0,5,fhv_
2016-11-20,451674,0,6,fhv_
2016-11-21,410381,0,0,fhv_
2016-11-22,429197,0,1,fhv_
2016-11-23,429716,0,2,fhv_
2016-11-24,368228,1,3,fhv_
2016-11-25,344275,0,4,fhv_
2016-11-26,388358,0,5,fhv_
2016-11-27,373077,0,6,fhv_
2016-11-28,369912,0,0,fhv_
2016-11-29,459686,0,1,fhv_
2016-11-30,449773,0,2,fhv_
2016-12-01,449289,0,3,fhv_
2016-12-02,497319,0,4,fhv_
2016-12-03,531597,0,5,fhv_
2016-12-04,456649,0,6,fhv_
2016-12-05,407651,0,0,fhv_
2016-12-06,464345,0,1,fhv_
2016-12-07,442580,0,2,fhv_
2016-12-08,482727,0,3,fhv_
2016-12-09,541614,0,4,fhv_
2016-12-10,571086,0,5,fhv_
2016-12-11,478077,0,6,fhv_
2016-12-12,418169,0,0,fhv_
2016-12-13,424774,0,1,fhv_
2016-12-14,459429,0,2,fhv_
2016-12-15,553893,0,3,fhv_
2016-12-16,578543,0,4,fhv_
2016-12-17,552767,0,5,fhv_
2016-12-18,465109,0,6,fhv_
2016-12-19,428365,0,0,fhv_
2016-12-20,430467,0,1,fhv_
2016-12-21,430705,0,2,fhv_
2016-12-22,430923,0,3,fhv_
2016-12-23,418178,0,4,fhv_
2016-12-24,389693,0,5,fhv_
2016-12-25,309268,1,6,fhv_
2016-12-26,284857,1,0,fhv_
2016-12-27,317394,0,1,fhv_
2016-12-28,350209,0,2,fhv_
2016-12-29,391535,0,3,fhv_
2016-12-30,425689,0,4,fhv_
2016-12-31,475859,0,5,fhv_
2017-01-01,455221,1,6,fhv_
2017-01-02,324949,1,0,fhv_
2017-01-03,384925,0,1,fhv_
2017-01-04,371031,0,2,fhv_
