pickup_date,count,holiday,weekday,taxi_type
2020-07-29,41795,0,2,fhv_
2020-07-30,39951,0,3,fhv_
2020-07-31,41027,0,4,fhv_
2020-08-01,34271,0,5,fhv_
2020-08-02,26615,0,6,fhv_
2020-08-03,42851,0,0,fhv_
2020-08-04,36842,0,1,fhv_
2020-08-05,41464,0,2,fhv_
2020-08-06,41521,0,3,fhv_
2020-08-07,41717,0,4,fhv_
2020-08-08,32843,0,5,fhv_
2020-08-09,26756,0,6,fhv_
2020-08-10,42534,0,0,fhv_
2020-08-11,41602,0,1,fhv_
2020-08-12,42297,0,2,fhv_
2020-08-13,41219,0,3,fhv_
2020-08-14,42680,0,4,fhv_
2020-08-15,33728,0,5,fhv_
2020-08-16,25521,0,6,fhv_
2020-08-17,41064,0,0,fhv_
2020-08-18,41802,0,1,fhv_
2020-08-19,42667,0,2,fhv_
2020-08-20,42490,0,3,fhv_
2020-08-21,43878,0,4,fhv_
2020-08-22,34772,0,5,fhv_
2020-08-23,27087,0,6,fhv_
2020-08-24,42422,0,0,fhv_
2020-08-25,41465,0,1,fhv_
2020-08-26,42743,0,2,fhv_
2020-08-27,42973,0,3,fhv_
2020-08-28,43577,0,4,fhv_
2020-08-29,31868,0,5,fhv_
2020-08-30,27963,0,6,fhv_
2020-08-31,42804,0,0,fhv_
2020-09-01,45404,0,1,fhv_
2020-09-02,46371,0,2,fhv_
2020-09-03,47787,0,3,fhv_
2020-09-04,47247,0,4,fhv_
2020-09-05,35304,0,5,fhv_
2020-09-06,29189,0,6,fhv_
2020-09-07,29468,1,0,fhv_
2020-09-08,47140,0,1,fhv_
2020-09-09,47229,0,2,fhv_
2020-09-10,48172,0,3,fhv_
2020-09-11,47668,0,4,fhv_
2020-09-12,35512,0,5,fhv_
2020-09-13,27816,0,6,fhv_
2020-09-14,46738,0,0,fhv_
2020-09-15,46605,0,1,fhv_
2020-09-16,47588,0,2,fhv_
2020-09-17,47047,0,3,fhv_
2020-09-18,48177,0,4,fhv_
2020-09-19,36322,0,5,fhv_
2020-09-20,27827,0,6,fhv_
2020-09-21,46621,0,0,fhv_
2020-09-22,46053,0,1,fhv_
2020-09-23,47819,0,2,fhv_
2020-09-24,47542,0,3,fhv_
2020-09-25,48177,0,4,fhv_
2020-09-26,36142,0,5,fhv_
2020-09-27,28817,0,6,fhv_
2020-09-28,41630,0,0,fhv_
2020-09-29,46949,0,1,fhv_
2020-09-30,46675,0,2,fhv_
2020-10-01,45001,0,3,fhv_
2020-10-02,46143,0,4,fhv_
2020-10-03,35416,0,5,fhv_
2020-10-04,26782,0,6,fhv_
2020-10-05,44230,0,0,fhv_
2020-10-06,43741,0,1,fhv_
2020-10-07,44566,0,2,fhv_
2020-10-08,44161,0,3,fhv_
2020-10-09,45008,0,4,fhv_
2020-10-10,34681,0,5,fhv_
2020-10-11,26541,0,6,fhv_
2020-10-12,40234,1,0,fhv_
2020-10-13,42683,0,1,fhv_
2020-10-14,43482,0,2,fhv_
2020-10-15,44013,0,3,fhv_
2020-10-16,45388,0,4,fhv_
2020-10-17,33555,0,5,fhv_
2020-10-18,27309,0,6,fhv_
2020-10-19,44297,0,0,fhv_
2020-10-20,43383,0,1,fhv_
2020-10-21,44348,0,2,fhv_
2020-10-22,43857,0,3,fhv_
2020-10-23,44606,0,4,fhv_
2020-10-24,33592,0,5,fhv_
2020-10-25,27749,0,6,fhv_
2020-10-26,43550,0,0,fhv_
2020-10-27,43017,0,1,fhv_
2020-10-28,44410,0,2,fhv_
2020-10-29,46214,0,3,fhv_
2020-10-30,47547,0,4,fhv_
2020-10-31,35230,0,5,fhv_
2020-11-01,30727,0,6,fhv_
2020-11-02,46001,0,0,fhv_
2020-11-03,42470,1,1,fhv_
2020-11-04,44370,0,2,fhv_
2020-11-05,45254,0,3,fhv_
2020-11-06,45542,0,4,fhv_
2020-11-07,35161,0,5,fhv_
2020-11-08,28640,0,6,fhv_
2020-11-09,45000,0,0,fhv_
2020-11-10,45245,0,1,fhv_
2020-11-11,43441,1,2,fhv_
2020-11-12,45976,0,3,fhv_
2020-11-13,46240,0,4,fhv_
2020-11-14,34549,0,5,fhv_
2020-11-15,28189,0,6,fhv_
2020-11-16,45697,0,0,fhv_
2020-11-17,45860,0,1,fhv_
2020-11-18,46654,0,2,fhv_
2020-11-19,46088,0,3,fhv_
2020-11-20,46553,0,4,fhv_
2020-11-21,34424,0,5,fhv_
2020-11-22,28622,0,6,fhv_
2020-11-23,45256,0,0,fhv_
2020-11-24,45874,0,1,fhv_
2020-11-25,45653,0,2,fhv_
2020-11-26,32372,1,3,fhv_
2020-11-27,36952,0,4,fhv_
2020-11-28,30411,0,5,fhv_
2020-11-29,26264,0,6,fhv_
2020-11-30,42871,0,0,fhv_
2020-12-01,41956,0,1,fhv_
2020-12-02,42519,0,2,fhv_
2020-12-03,43150,0,3,fhv_
2020-12-04,43208,0,4,fhv_
2020-12-05,32917,0,5,fhv_
2020-12-06,28755,0,6,fhv_
2020-12-07,43274,0,0,fhv_
2020-12-08,43221,0,1,fhv_
2020-12-09,43498,0,2,fhv_
2020-12-10,42662,0,3,fhv_
2020-12-11,43094,0,4,fhv_
2020-12-12,32608,0,5,fhv_
2020-12-13,27448,0,6,fhv_
2020-12-14,43177,0,0,fhv_
2020-12-15,43565,0,1,fhv_
2020-12-16,38262,0,2,fhv_
2020-12-17,20038,0,3,fhv_
2020-12-18,42162,0,4,fhv_
2020-12-19,32986,0,5,fhv_
2020-12-20,27600,0,6,fhv_
2020-12-21,42084,0,0,fhv_
2020-12-22,41071,0,1,fhv_
2020-12-23,42342,0,2,fhv_
2020-12-24,40624,0,3,fhv_
2020-12-25,28196,1,4,fhv_
2020-12-26,30209,0,5,fhv_
2020-12-27,26327,0,6,fhv_
2020-12-28,37672,0,0,fhv_
2020-12-29,38465,0,1,fhv_
2020-12-30,39948,0,2,fhv_
2020-12-31,41567,0,3,fhv_
2021-01-01,25043,1,4,fhv_
2021-01-02,27485,0,5,fhv_
2021-01-03,24765,0,6,fhv_
2021-01-04,40431,0,0,fhv_
2021-01-05,40653,0,1,fhv_
2021-01-06,42264,0,2,fhv_
2021-01-07,41433,0,3,fhv_
2021-01-08,42476,0,4,fhv_
2021-01-09,32055,0,5,fhv_
2021-01-10,25935,0,6,fhv_
2021-01-11,41992,0,0,fhv_
2021-01-12,41561,0,1,fhv_
2021-01-13,43078,0,2,fhv_
2021-01-14,42609,0,3,fhv_
2021-01-15,43516,0,4,fhv_
2021-01-16,31699,0,5,fhv_
2021-01-17,26688,0,6,fhv_
2021-01-18,32941,1,0,fhv_
2021-01-19,42636,0,1,fhv_
2021-01-20,42496,0,2,fhv_
2021-01-21,43085,0,3,fhv_
2021-01-22,43480,0,4,fhv_
2021-01-23,31950,0,5,fhv_
2021-01-24,26622,0,6,fhv_
2021-01-25,43093,0,0,fhv_
2021-01-26,40926,0,1,fhv_
2021-01-27,43467,0,2,fhv_
2021-01-28,43915,0,3,fhv_
2021-01-29,45554,0,4,fhv_
2021-01-30,32299,0,5,fhv_
2021-01-31,27965,0,6,fhv_
2021-02-01,10860,0,0,fhv_
2021-02-02,24851,0,1,fhv_
2021-02-03,40666,0,2,fhv_
2021-02-04,42322,0,3,fhv_
2021-02-05,42595,0,4,fhv_
2021-02-06,33712,0,5,fhv_
2021-02-07,23260,0,6,fhv_
2021-02-08,43452,0,0,fhv_
2021-02-09,42637,0,1,fhv_
2021-02-10,44315,0,2,fhv_
2021-02-11,43392,0,3,fhv_
2021-02-12,45025,1,4,fhv_
2021-02-13,34285,0,5,fhv_
2021-02-14,29266,0,6,fhv_
2021-02-15,34814,1,0,fhv_
2021-02-16,41635,0,1,fhv_
2021-02-17,45768,0,2,fhv_
2021-02-18,32062,0,3,fhv_
2021-02-19,40454,0,4,fhv_
2021-02-20,33380,0,5,fhv_
2021-02-21,28229,0,6,fhv_
2021-02-22,42655,0,0,fhv_
2021-02-23,43894,0,1,fhv_
2021-02-24,44573,0,2,fhv_
2021-02-25,44330,0,3,fhv_
2021-02-26,44333,0,4,fhv_
2021-02-27,33108,0,5,fhv_
2021-02-28,27819,0,6,fhv_
2021-03-01,43386,0,0,fhv_
2021-03-02,44040,0,1,fhv_
2021-03-03,44790,0,2,fhv_
2021-03-04,44792,0,3,fhv_
2021-03-05,46112,0,4,fhv_
2021-03-06,34489,0,5,fhv_
2021-03-07,28384,0,6,fhv_
2021-03-08,44423,0,0,fhv_
2021-03-09,44733,0,1,fhv_
2021-03-10,45397,0,2,fhv_
2021-03-11,44907,0,3,fhv_
2021-03-12,45551,0,4,fhv_
2021-03-13,35677,0,5,fhv_
2021-03-14,29429,0,6,fhv_
2021-03-15,46475,0,0,fhv_
2021-03-16,45950,0,1,fhv_
2021-03-17,47485,0,2,fhv_
2021-03-18,47180,0,3,fhv_
2021-03-19,47007,0,4,fhv_
2021-03-20,35635,0,5,fhv_
2021-03-21,29760,0,6,fhv_
2021-03-22,46339,0,0,fhv_
2021-03-23,45885,0,1,fhv_
2021-03-24,47164,0,2,fhv_
2021-03-25,46145,0,3,fhv_
2021-03-26,46330,0,4,fhv_
2021-03-27,35940,0,5,fhv_
2021-03-28,28329,0,6,fhv_
2021-03-29,42760,0,0,fhv_
2021-03-30,43783,0,1,fhv_
2021-03-31,44388,0,2,fhv_
2021-04-01,45995,0,3,fhv_
2021-04-02,44090,0,4,fhv_
2021-04-03,36158,0,5,fhv_
2021-04-04,29106,0,6,fhv_
2021-04-05,45224,0,0,fhv_
2021-04-06,46156,0,1,fhv_
2021-04-07,48065,0,2,fhv_
2021-04-08,46796,0,3,fhv_
2021-04-09,46314,0,4,fhv_
2021-04-10,35222,0,5,fhv_
2021-04-11,29088,0,6,fhv_
2021-04-12,46629,0,0,fhv_
2021-04-13,45505,0,1,fhv_
2021-04-14,46884,0,2,fhv_
2021-04-15,47100,0,3,fhv_
2021-04-16,45778,0,4,fhv_
2021-04-17,35085,0,5,fhv_
2021-04-18,28987,0,6,fhv_
2021-04-19,45511,0,0,fhv_
2021-04-20,44935,0,1,fhv_
2021-04-21,46665,0,2,fhv_
2021-04-22,46268,0,3,fhv_
2021-04-23,45351,0,4,fhv_
2021-04-24,34053,0,5,fhv_
2021-04-25,28035,0,6,fhv_
2021-04-26,45510,0,0,fhv_
2021-04-27,44885,0,1,fhv_
2021-04-28,46515,0,2,fhv_
2021-04-29,45645,0,3,fhv_
2021-04-30,45463,0,4,fhv_
2021-05-01,35759,0,5,fhv_
2021-05-02,29212,0,6,fhv_
2021-05-03,45125,0,0,fhv_
2021-05-04,45200,0,1,fhv_
2021-05-05,47421,0,2,fhv_
2021-05-06,45772,0,3,fhv_
2021-05-07,45699,0,4,fhv_
2021-05-08,36094,0,5,fhv_
2021-05-09,29573,0,6,fhv_
2021-05-10,45780,0,0,fhv_
2021-05-11,46273,0,1,fhv_
2021-05-12,46785,0,2,fhv_
2021-05-13,45068,0,3,fhv_
2021-05-14,45496,0,4,fhv_
2021-05-15,35297,0,5,fhv_
2021-05-16,29257,0,6,fhv_
2021-05-17,42293,0,0,fhv_
2021-05-18,42630,0,1,fhv_
2021-05-19,47019,0,2,fhv_
2021-05-20,45689,0,3,fhv_
2021-05-21,45828,0,4,fhv_
2021-05-22,35100,0,5,fhv_
2021-05-23,29376,0,6,fhv_
2021-05-24,45132,0,0,fhv_
2021-05-25,45528,0,1,fhv_
2021-05-26,45996,0,2,fhv_
2021-05-27,45880,0,3,fhv_
2021-05-28,45074,0,4,fhv_
2021-05-29,34555,0,5,fhv_
2021-05-30,29798,0,6,fhv_
2021-05-31,29951,1,0,fhv_
2021-06-01,47953,0,1,fhv_
2021-06-02,48040,0,2,fhv_
2021-06-03,48718,0,3,fhv_
2021-06-04,46808,0,4,fhv_
2021-06-05,37140,0,5,fhv_
2021-06-06,31549,0,6,fhv_
2021-06-07,47934,0,0,fhv_
2021-06-08,46402,0,1,fhv_
2021-06-09,48614,0,2,fhv_
2021-06-10,48433,0,3,fhv_
2021-06-11,47895,0,4,fhv_
2021-06-12,36795,0,5,fhv_
2021-06-13,30748,0,6,fhv_
2021-06-14,47936,0,0,fhv_
2021-06-15,48225,0,1,fhv_
2021-06-16,49097,0,2,fhv_
2021-06-17,48215,0,3,fhv_
2021-06-18,45632,1,4,fhv_
2021-06-19,37356,1,5,fhv_
2021-06-20,29182,0,6,fhv_
2021-06-21,46799,0,0,fhv_
2021-06-22,46603,0,1,fhv_
2021-06-23,47307,0,2,fhv_
2021-06-24,46862,0,3,fhv_
2021-06-25,45721,0,4,fhv_
2021-06-26,35983,0,5,fhv_
2021-06-27,29719,0,6,fhv_
2021-06-28,46390,0,0,fhv_
2021-06-29,46831,0,1,fhv_
2021-06-30,46459,0,2,fhv_
2021-07-01,45710,0,3,fhv_
2021-07-02,43512,0,4,fhv_
2021-07-03,33055,0,5,fhv_
2021-07-04,26021,1,6,fhv_
2021-07-05,29457,1,0,fhv_
2021-07-06,44890,0,1,fhv_
2021-07-07,45532,0,2,fhv_
2021-07-08,43522,0,3,fhv_
2021-07-09,44116,0,4,fhv_
2021-07-10,33717,0,5,fhv_
2021-07-11,27920,0,6,fhv_
2021-07-12,44173,0,0,fhv_
2021-07-13,44018,0,1,fhv_
2021-07-14,46624,0,2,fhv_
2021-07-15,46587,0,3,fhv_
2021-07-16,44862,0,4,fhv_
2021-07-17,34168,0,5,fhv_
2021-07-18,28089,0,6,fhv_
2021-07-19,44536,0,0,fhv_
2021-07-20,43494,0,1,fhv_
2021-07-21,44953,0,2,fhv_
2021-07-22,44264,0,3,fhv_
2021-07-23,42738,0,4,fhv_
2021-07-24,32362,0,5,fhv_
2021-07-25,27061,0,6,fhv_
2021-07-26,44528,0,0,fhv_
2021-07-27,45149,0,1,fhv_
2021-07-28,45798,0,2,fhv_
2021-07-29,44416,0,3,fhv_
2021-07-30,43238,0,4,fhv_
2021-07-31,31504,0,5,fhv_
2021-08-01,26198,0,6,fhv_
2021-08-02,41849,0,0,fhv_
2021-08-03,42674,0,1,fhv_
2021-08-04,43150,0,2,fhv_
2021-08-05,42731,0,3,fhv_
2021-08-06,41570,0,4,fhv_
2021-08-07,31329,0,5,fhv_
2021-08-08,26454,0,6,fhv_
2021-08-09,42313,0,0,fhv_
2021-08-10,43973,0,1,fhv_
2021-08-11,44578,0,2,fhv_
2021-08-12,43796,0,3,fhv_
2021-08-13,42441,0,4,fhv_
2021-08-14,32062,0,5,fhv_
2021-08-15,26702,0,6,fhv_
2021-08-16,41505,0,0,fhv_
2021-08-17,41556,0,1,fhv_
2021-08-18,43866,0,2,fhv_
2021-08-19,43589,0,3,fhv_
2021-08-20,43377,0,4,fhv_
2021-08-21,32353,0,5,fhv_
2021-08-22,23647,0,6,fhv_
2021-08-23,42602,0,0,fhv_
2021-08-24,43347,0,1,fhv_
2021-08-25,44841,0,2,fhv_
2021-08-26,44575,0,3,fhv_
2021-08-27,42389,0,4,fhv_
2021-08-28,31344,0,5,fhv_
2021-08-29,26660,0,6,fhv_
2021-08-30,42783,0,0,fhv_
2021-08-31,42764,0,1,fhv_
2021-09-01,43391,0,2,fhv_
2021-09-02,37155,0,3,fhv_
2021-09-03,42723,0,4,fhv_
2021-09-04,31905,0,5,fhv_
2021-09-05,28005,0,6,fhv_
2021-09-06,28829,1,0,fhv_
2021-09-07,40532,0,1,fhv_
2021-09-08,42596,0,2,fhv_
2021-09-09,46109,0,3,fhv_
2021-09-10,44967,0,4,fhv_
2021-09-11,33311,0,5,fhv_
2021-09-12,29155,0,6,fhv_
2021-09-13,43537,0,0,fhv_
2021-09-14,43436,0,1,fhv_
2021-09-15,44972,0,2,fhv_
2021-09-16,39955,0,3,fhv_
2021-09-17,44683,0,4,fhv_
2021-09-18,33627,0,5,fhv_
2021-09-19,29688,0,6,fhv_
2021-09-20,43873,0,0,fhv_
2021-09-21,41050,0,1,fhv_
2021-09-22,42350,0,2,fhv_
2021-09-23,45018,0,3,fhv_
2021-09-24,44837,0,4,fhv_
2021-09-25,33400,0,5,fhv_
2021-09-26,29166,0,6,fhv_
2021-09-27,42725,0,0,fhv_
2021-09-28,40832,0,1,fhv_
2021-09-29,42226,0,2,fhv_
2021-09-30,45359,0,3,fhv_
2021-10-01,43866,0,4,fhv_
2021-10-02,33529,0,5,fhv_
2021-10-03,29079,0,6,fhv_
2021-10-04,44726,0,0,fhv_
2021-10-05,44761,0,1,fhv_
2021-10-06,46081,0,2,fhv_
2021-10-07,45839,0,3,fhv_
2021-10-08,45271,0,4,fhv_
2021-10-09,33978,0,5,fhv_
2021-10-10,29522,0,6,fhv_
2021-10-11,40688,1,0,fhv_
2021-10-12,44836,0,1,fhv_
2021-10-13,46118,0,2,fhv_
2021-10-14,46063,0,3,fhv_
2021-10-15,46188,0,4,fhv_
2021-10-16,34429,0,5,fhv_
2021-10-17,29705,0,6,fhv_
2021-10-18,46085,0,0,fhv_
2021-10-19,45697,0,1,fhv_
2021-10-20,46710,0,2,fhv_
2021-10-21,47046,0,3,fhv_
2021-10-22,45997,0,4,fhv_
2021-10-23,34678,0,5,fhv_
2021-10-24,29618,0,6,fhv_
2021-10-25,45934,0,0,fhv_
2021-10-26,44201,0,1,fhv_
2021-10-27,47675,0,2,fhv_
2021-10-28,47473,0,3,fhv_
2021-10-29,46994,0,4,fhv_
2021-10-30,34383,0,5,fhv_
2021-10-31,30223,0,6,fhv_
2021-11-01,44505,0,0,fhv_
2021-11-02,43658,1,1,fhv_
2021-11-03,47054,0,2,fhv_
2021-11-04,46603,0,3,fhv_
2021-11-05,45332,0,4,fhv_
2021-11-06,33998,0,5,fhv_
2021-11-07,28418,0,6,fhv_
2021-11-08,45089,0,0,fhv_
2021-11-09,45493,0,1,fhv_
2021-11-10,47255,0,2,fhv_
2021-11-11,43206,1,3,fhv_
2021-11-12,45629,0,4,fhv_
2021-11-13,33758,0,5,fhv_
2021-11-14,30634,0,6,fhv_
2021-11-15,46203,0,0,fhv_
2021-11-16,46083,0,1,fhv_
2021-11-17,47586,0,2,fhv_
2021-11-18,47465,0,3,fhv_
2021-11-19,46507,0,4,fhv_
2021-11-20,33858,0,5,fhv_
2021-11-21,30594,0,6,fhv_
2021-11-22,45501,0,0,fhv_
2021-11-23,46395,0,1,fhv_
2021-11-24,44364,0,2,fhv_
2021-11-25,29515,1,3,fhv_
2021-11-26,35625,0,4,fhv_
2021-11-27,30390,0,5,fhv_
2021-11-28,27754,0,6,fhv_
2021-11-29,45005,0,0,fhv_
2021-11-30,45485,0,1,fhv_
2021-12-01,50905,0,2,fhv_
2021-12-02,50489,0,3,fhv_
2021-12-03,50037,0,4,fhv_
2021-12-04,36866,0,5,fhv_
2021-12-05,32432,0,6,fhv_
2021-12-06,50183,0,0,fhv_
2021-12-07,50621,0,1,fhv_
2021-12-08,52236,0,2,fhv_
2021-12-09,52514,0,3,fhv_
2021-12-10,51014,0,4,fhv_
2021-12-11,36908,0,5,fhv_
2021-12-12,31995,0,6,fhv_
2021-12-13,50117,0,0,fhv_
2021-12-14,50809,0,1,fhv_
2021-12-15,51229,0,2,fhv_
2021-12-16,51614,0,3,fhv_
2021-12-17,50305,0,4,fhv_
2021-12-18,36473,0,5,fhv_
2021-12-19,32309,0,6,fhv_
2021-12-20,49147,0,0,fhv_
2021-12-21,48173,0,1,fhv_
2021-12-22,48396,0,2,fhv_
2021-12-23,46612,0,3,fhv_
2021-12-24,35789,1,4,fhv_
2021-12-25,25353,1,5,fhv_
2021-12-26,26863,0,6,fhv_
2021-12-27,39377,0,0,fhv_
2021-12-28,38962,0,1,fhv_
2021-12-29,39415,0,2,fhv_
2021-12-30,39647,0,3,fhv_
2021-12-31,33183,1,4,fhv_
2022-01-01,20933,1,5,fhv_
2022-01-02,24303,0,6,fhv_
2022-01-03,39785,0,0,fhv_
2022-01-04,39547,0,1,fhv_
2022-01-05,40290,0,2,fhv_
2022-01-06,40491,0,3,fhv_
2022-01-07,31576,0,4,fhv_
2022-01-08,28751,0,5,fhv_
2022-01-09,24848,0,6,fhv_
2022-01-10,42690,0,0,fhv_
2022-01-11,42737,0,1,fhv_
2022-01-12,44034,0,2,fhv_
2022-01-13,43731,0,3,fhv_
2022-01-14,44147,0,4,fhv_
2022-01-15,31530,0,5,fhv_
2022-01-16,27414,0,6,fhv_
2022-01-17,30783,1,0,fhv_
2022-01-18,44781,0,1,fhv_
2022-01-19,45962,0,2,fhv_
2022-01-20,44296,0,3,fhv_
2022-01-21,45659,0,4,fhv_
2022-01-22,31808,0,5,fhv_
2022-01-23,27385,0,6,fhv_
2022-01-24,44117,0,0,fhv_
2022-01-25,44789,0,1,fhv_
2022-01-26,46592,0,2,fhv_
2022-01-27,46568,0,3,fhv_
2022-01-28,45099,0,4,fhv_
2022-01-29,10400,0,5,fhv_
2022-01-30,24346,0,6,fhv_
2022-01-31,44299,0,0,fhv_
2022-02-01,47604,0,1,fhv_
2022-02-02,49158,0,2,fhv_
2022-02-03,49457,0,3,fhv_
2022-02-04,46799,0,4,fhv_
2022-02-05,36079,0,5,fhv_
2022-02-06,30911,0,6,fhv_
2022-02-07,49399,0,0,fhv_
2022-02-08,49744,0,1,fhv_
2022-02-09,50582,0,2,fhv_
2022-02-10,50559,0,3,fhv_
2022-02-11,49772,1,4,fhv_
2022-02-12,36038,1,5,fhv_
2022-02-13,30891,0,6,fhv_
2022-02-14,51913,0,0,fhv_
2022-02-15,51310,1,1,fhv_
2022-02-16,51728,0,2,fhv_
2022-02-17,51446,0,3,fhv_
2022-02-18,49944,0,4,fhv_
2022-02-19,35803,0,5,fhv_
2022-02-20,31320,0,6,fhv_
2022-02-21,36256,1,0,fhv_
2022-02-22,47023,0,1,fhv_
2022-02-23,50682,0,2,fhv_
2022-02-24,50189,0,3,fhv_
2022-02-25,46956,0,4,fhv_
2022-02-26,37052,0,5,fhv_
2022-02-27,32893,0,6,fhv_
2022-02-28,49996,0,0,fhv_
2022-03-01,48620,0,1,fhv_
2022-03-02,48917,0,2,fhv_
2022-03-03,49711,0,3,fhv_
2022-03-04,48992,0,4,fhv_
2022-03-05,34744,0,5,fhv_
2022-03-06,30584,0,6,fhv_
2022-03-07,47834,0,0,fhv_
2022-03-08,48842,0,1,fhv_
2022-03-09,49788,0,2,fhv_
2022-03-10,49687,0,3,fhv_
2022-03-11,48841,0,4,fhv_
2022-03-12,33772,0,5,fhv_
2022-03-13,31016,0,6,fhv_
2022-03-14,48153,0,0,fhv_
2022-03-15,48276,0,1,fhv_
2022-03-16,49424,0,2,fhv_
2022-03-17,47190,0,3,fhv_
2022-03-18,48001,0,4,fhv_
2022-03-19,34702,0,5,fhv_
2022-03-20,30987,0,6,fhv_
2022-03-21,46378,0,0,fhv_
2022-03-22,46995,0,1,fhv_
2022-03-23,48765,0,2,fhv_
2022-03-24,48482,0,3,fhv_
2022-03-25,47554,0,4,fhv_
2022-03-26,33957,0,5,fhv_
2022-03-27,30678,0,6,fhv_
2022-03-28,49506,0,0,fhv_
2022-03-29,50265,0,1,fhv_
2022-03-30,50658,0,2,fhv_
2022-03-31,49497,0,3,fhv_
2022-04-01,47484,0,4,fhv_
2022-04-02,34333,0,5,fhv_
2022-04-03,28833,0,6,fhv_
2022-04-04,46980,0,0,fhv_
2022-04-05,47670,0,1,fhv_
2022-04-06,48543,0,2,fhv_
2022-04-07,48334,0,3,fhv_
2022-04-08,47466,0,4,fhv_
2022-04-09,33762,0,5,fhv_
2022-04-10,30094,0,6,fhv_
2022-04-11,46180,0,0,fhv_
2022-04-12,47738,0,1,fhv_
2022-04-13,49073,0,2,fhv_
2022-04-14,47644,0,3,fhv_
2022-04-15,40995,0,4,fhv_
2022-04-16,32124,0,5,fhv_
2022-04-17,28884,0,6,fhv_
2022-04-18,41480,0,0,fhv_
2022-04-19,43062,0,1,fhv_
2022-04-20,45587,0,2,fhv_
2022-04-21,44102,0,3,fhv_
2022-04-22,42623,0,4,fhv_
2022-04-23,32777,0,5,fhv_
2022-04-24,27995,0,6,fhv_
2022-04-25,44368,0,0,fhv_
2022-04-26,45277,0,1,fhv_
2022-04-27,47576,0,2,fhv_
2022-04-28,47165,0,3,fhv_
2022-04-29,45667,0,4,fhv_
2022-04-30,32853,0,5,fhv_
2015-01-01,62943,1,3,green
2015-01-02,43407,0,4,green
2015-01-03,53864,0,5,green
2015-01-04,41602,0,6,green
2015-01-05,41922,0,0,green
2015-01-06,40646,0,1,green
2015-01-07,47801,0,2,green
2015-01-08,47791,0,3,green
2015-01-09,53591,0,4,green
2015-01-10,64340,0,5,green
2015-01-11,50359,0,6,green
2015-01-12,40867,0,0,green
2015-01-13,45229,0,1,green
2015-01-14,44394,0,2,green
2015-01-15,47962,0,3,green
2015-01-16,59926,0,4,green
2015-01-17,64628,0,5,green
2015-01-18,55068,0,6,green
2015-01-19,35777,1,0,green
2015-01-20,40914,0,1,green
2015-01-21,43276,0,2,green
2015-01-22,46260,0,3,green
2015-01-23,54857,0,4,green
2015-01-24,58631,0,5,green
2015-01-25,52950,0,6,green
2015-01-26,29869,0,0,green
2015-01-27,15406,0,1,green
2015-01-28,42507,0,2,green
2015-01-29,47965,0,3,green
2015-01-30,62944,0,4,green
2015-01-31,70797,0,5,green
2015-02-01,58157,0,6,green
2015-02-02,42210,0,0,green
2015-02-03,48291,0,1,green
2015-02-04,47368,0,2,green
2015-02-05,55008,0,3,green
2015-02-06,62135,0,4,green
2015-02-07,67182,0,5,green
2015-02-08,56341,0,6,green
2015-02-09,43505,0,0,green
2015-02-10,45711,0,1,green
2015-02-11,49009,0,2,green
2015-02-12,54720,1,3,green
2015-02-13,70191,0,4,green
2015-02-14,76426,0,5,green
2015-02-15,64362,1,6,green
2015-02-16,46933,1,0,green
2015-02-17,41800,0,1,green
2015-02-18,48362,0,2,green
2015-02-19,59130,0,3,green
2015-02-20,64721,0,4,green
2015-02-21,64136,0,5,green
2015-02-22,53861,0,6,green
2015-02-23,53011,0,0,green
2015-02-24,50161,0,1,green
2015-02-25,50958,0,2,green
2015-02-26,56717,0,3,green
2015-02-27,68585,0,4,green
2015-02-28,75839,0,5,green
2015-03-01,53354,0,6,green
2015-03-02,46653,0,0,green
2015-03-03,51223,0,1,green
2015-03-04,51819,0,2,green
2015-03-05,42207,0,3,green
2015-03-06,63909,0,4,green
2015-03-07,73297,0,5,green
2015-03-08,57377,0,6,green
2015-03-09,44832,0,0,green
2015-03-10,51179,0,1,green
2015-03-11,50252,0,2,green
2015-03-12,54166,0,3,green
2015-03-13,64178,0,4,green
2015-03-14,71314,0,5,green
2015-03-15,60306,0,6,green
2015-03-16,44450,0,0,green
2015-03-17,50346,0,1,green
2015-03-18,51635,0,2,green
2015-03-19,52935,0,3,green
2015-03-20,61968,0,4,green
2015-03-21,69231,0,5,green
2015-03-22,62057,0,6,green
2015-03-23,46717,0,0,green
2015-03-24,45811,0,1,green
2015-03-25,50370,0,2,green
2015-03-26,53254,0,3,green
2015-03-27,63319,0,4,green
2015-03-28,76226,0,5,green
2015-03-29,61984,0,6,green
2015-03-30,45070,0,0,green
2015-03-31,51135,0,1,green
2015-04-01,51943,0,2,green
2015-04-02,55928,0,3,green
2015-04-03,60434,0,4,green
2015-04-04,68373,0,5,green
2015-04-05,58745,0,6,green
2015-04-06,43483,0,0,green
2015-04-07,47404,0,1,green
2015-04-08,50396,0,2,green
2015-04-09,51804,0,3,green
2015-04-10,59253,0,4,green
2015-04-11,72944,0,5,green
2015-04-12,60888,0,6,green
2015-04-13,44318,0,0,green
2015-04-14,44103,0,1,green
2015-04-15,48469,0,2,green
2015-04-16,53163,0,3,green
2015-04-17,60053,0,4,green
2015-04-18,75616,0,5,green
2015-04-19,64273,0,6,green
2015-04-20,46724,0,0,green
2015-04-21,44991,0,1,green
2015-04-22,50457,0,2,green
