pickup_date,count,holiday,weekday
2017-10-21,1037897,0,5
2017-10-22,897361,0,6
2017-10-23,818041,0,0
2017-10-24,893059,0,1
2017-10-25,906216,0,2
2017-10-26,986287,0,3
2017-10-27,1046822,0,4
2017-10-28,1127572,0,5
2017-10-29,1088764,0,6
2017-10-30,861524,0,0
2017-10-31,857923,0,1
2017-11-01,921420,0,2
2017-11-02,939589,0,3
2017-11-03,1036537,0,4
2017-11-04,1096517,0,5
2017-11-05,909626,0,6
2017-11-06,853189,0,0
2017-11-07,984492,1,1
2017-11-08,931209,0,2
2017-11-09,977048,0,3
2017-11-10,1125210,1,4
2017-11-11,1098540,1,5
2017-11-12,954033,0,6
2017-11-13,892781,0,0
2017-11-14,912055,0,1
2017-11-15,950969,0,2
2017-11-16,1019739,0,3
2017-11-17,1082775,0,4
2017-11-18,1140962,0,5
2017-11-19,973335,0,6
2017-11-20,878854,0,0
2017-11-21,891145,0,1
2017-11-22,944813,0,2
2017-11-23,755781,1,3
2017-11-24,731116,0,4
2017-11-25,830158,0,5
2017-11-26,813106,0,6
2017-11-27,827227,0,0
2017-11-28,865599,0,1
2017-11-29,895318,0,2
2017-11-30,979657,0,3
2017-12-01,1070939,0,4
2017-12-02,1125012,0,5
2017-12-03,965308,0,6
2017-12-04,881733,0,0
2017-12-05,986666,0,1
2017-12-06,996933,0,2
2017-12-07,1045043,0,3
2017-12-08,1127574,0,4
2017-12-09,1219198,0,5
2017-12-10,984359,0,6
2017-12-11,928902,0,0
2017-12-12,967489,0,1
2017-12-13,1080737,0,2
2017-12-14,1101324,0,3
2017-12-15,1181794,0,4
2017-12-16,1203044,0,5
2017-12-17,1021940,0,6
2017-12-18,907307,0,0
2017-12-19,943433,0,1
2017-12-20,1004765,0,2
2017-12-21,1021523,0,3
2017-12-22,994824,0,4
2017-12-23,905988,0,5
2017-12-24,780965,0,6
2017-12-25,615183,1,0
2017-12-26,713131,0,1
2017-12-27,814377,0,2
2017-12-28,914268,0,3
2017-12-29,970108,0,4
2017-12-30,912922,0,5
2017-12-31,1016894,0,6
2018-01-01,962590,1,0
2018-01-02,808825,0,1
2018-01-03,877145,0,2
2018-01-04,483371,0,3
2018-01-05,992637,0,4
2018-01-06,1102436,0,5
2018-01-07,936141,0,6
2018-01-08,880993,0,0
2018-01-09,894242,0,1
2018-01-10,907779,0,2
2018-01-11,944716,0,3
2018-01-12,1065347,0,4
2018-01-13,1114685,0,5
2018-01-14,1036876,0,6
2018-01-15,832338,1,0
2018-01-16,913515,0,1
2018-01-17,958314,0,2
2018-01-19,1064261,0,4
2018-01-20,1042576,0,5
2018-01-21,893596,0,6
2018-01-22,837766,0,0
2018-01-23,898253,0,1
2018-01-24,956625,0,2
2018-01-25,1031821,0,3
2018-01-26,1104988,0,4
2018-01-27,1089802,0,5
2018-01-28,933183,0,6
2018-01-29,856115,0,0
2018-01-30,937519,0,1
2018-01-31,986810,0,2
2018-02-01,999513,0,3
2018-02-02,1171112,0,4
2018-02-03,1158731,0,5
2018-02-04,1043044,0,6
2018-02-05,927345,0,0
2018-02-06,942161,0,1
2018-02-07,1060353,0,2
2018-02-08,1061223,0,3
2018-02-09,1127812,0,4
2018-02-10,1190280,0,5
2018-02-11,994815,0,6
2018-02-12,913576,1,0
2018-02-13,984486,0,1
2018-02-14,1043307,0,2
2018-02-15,1030113,1,3
2018-02-16,1086767,0,4
2018-02-17,1142547,0,5
2018-02-18,951170,0,6
2018-02-19,834480,1,0
2018-02-20,857542,0,1
2018-02-21,929571,0,2
2018-02-22,1063317,0,3
2018-02-23,1116546,0,4
2018-02-24,1147891,0,5
2018-02-25,1003760,0,6
2018-02-26,901174,0,0
2018-02-27,943926,0,1
2018-02-28,986404,0,2
2018-03-01,1082114,0,3
2018-03-02,1233363,0,4
2018-03-03,1141185,0,5
2018-03-04,1028806,0,6
2018-03-05,948156,0,0
2018-03-06,998939,0,1
2018-03-07,884317,0,2
2018-03-08,1074775,0,3
2018-03-09,1156176,0,4
2018-03-10,1198768,0,5
2018-03-11,991368,0,6
2018-03-12,956024,0,0
2018-03-13,1000276,0,1
2018-03-14,1065728,0,2
2018-03-15,1116499,0,3
2018-03-16,1165696,0,4
2018-03-17,1185718,0,5
2018-03-18,1005528,0,6
2018-03-19,914442,0,0
2018-03-20,1018105,0,1
2018-03-21,704113,0,2
2018-03-22,1040857,0,3
2018-03-23,1109788,0,4
2018-03-24,1130486,0,5
2018-03-25,1005479,0,6
2018-03-26,925203,0,0
2018-03-27,967779,0,1
2018-03-28,1008343,0,2
2018-03-29,1063675,0,3
2018-03-30,1066043,0,4
2018-03-31,1063947,0,5
2018-04-01,895772,0,6
2018-04-02,846460,0,0
2018-04-03,949734,0,1
2018-04-04,951776,0,2
2018-04-05,1020067,0,3
2018-04-06,1061801,0,4
2018-04-07,1107956,0,5
2018-04-08,1012037,0,6
2018-04-09,943341,0,0
2018-04-10,979515,0,1
2018-04-11,1013941,0,2
2018-04-12,1050900,0,3
2018-04-13,1122660,0,4
2018-04-14,1232507,0,5
2018-04-15,1091751,0,6
2018-04-16,994678,0,0
2018-04-17,1010354,0,1
2018-04-18,1016884,0,2
2018-04-19,1127191,0,3
2018-04-20,1168990,0,4
2018-04-21,1171737,0,5
2018-04-22,1009037,0,6
2018-04-23,924400,0,0
2018-04-24,974073,0,1
2018-04-25,1067655,0,2
2018-04-26,1061832,0,3
2018-04-27,1150307,0,4
2018-04-28,1184734,0,5
2018-04-29,1033842,0,6
2018-04-30,979104,0,0
2018-05-01,959946,0,1
2018-05-02,1016629,0,2
2018-05-03,1099907,0,3
2018-05-04,1118926,0,4
2018-05-05,1194931,0,5
2018-05-06,987644,0,6
2018-05-07,918434,0,0
2018-05-08,965501,0,1
2018-05-09,1003192,0,2
2018-05-10,1081261,0,3
2018-05-11,1100802,0,4
2018-05-12,1186082,0,5
2018-05-13,1040330,0,6
2018-05-14,936944,0,0
2018-05-15,1024109,0,1
2018-05-16,1087626,0,2
2018-05-17,1084524,0,3
2018-05-18,1114671,0,4
2018-05-19,1205560,0,5
2018-05-20,970324,0,6
2018-05-21,897077,0,0
2018-05-22,990257,0,1
2018-05-23,986448,0,2
2018-05-24,1026682,0,3
2018-05-25,1025509,0,4
2018-05-26,990024,0,5
2018-05-27,876217,0,6
2018-05-28,743242,1,0
2018-05-29,911074,0,1
2018-05-30,974620,0,2
2018-05-31,1068680,0,3
2018-06-01,1127573,0,4
2018-06-02,1168758,0,5
2018-06-03,1013057,0,6
2018-06-04,917623,0,0
2018-06-05,914853,0,1
2018-06-06,980754,0,2
2018-06-07,1024139,0,3
2018-06-08,1062078,0,4
2018-06-09,1093833,0,5
2018-06-10,951975,0,6
2018-06-11,919405,0,0
2018-06-12,950314,0,1
2018-06-13,1028571,0,2
2018-06-14,1064838,0,3
2018-06-15,1024682,0,4
2018-06-16,1075736,0,5
2018-06-17,955585,0,6
2018-06-18,963675,0,0
2018-06-19,996590,0,1
2018-06-20,1028045,0,2
2018-06-21,1068877,0,3
2018-06-22,1107610,0,4
2018-06-23,1084475,0,5
2018-06-24,961535,0,6
2018-06-25,924568,0,0
2018-06-26,948595,0,1
2018-06-27,986340,0,2
2018-06-28,1067538,0,3
2018-06-29,1059921,0,4
2018-06-30,1119477,0,5
2018-07-01,975551,0,6
2018-07-02,899763,0,0
2018-07-03,940803,0,1
2018-07-04,791977,1,2
2018-07-05,865279,0,3
2018-07-06,900397,0,4
2018-07-07,933115,0,5
2018-07-08,865705,0,6
2018-07-09,879576,0,0
2018-07-10,946431,0,1
2018-07-11,981154,0,2
2018-07-12,1004804,0,3
2018-07-13,1055173,0,4
2018-07-14,1098181,0,5
2018-07-15,967799,0,6
2018-07-16,945243,0,0
2018-07-17,1020299,0,1
2018-07-18,992235,0,2
2018-07-19,993894,0,3
2018-07-20,1054990,0,4
2018-07-21,1146565,0,5
2018-07-22,959241,0,6
2018-07-23,919578,0,0
2018-07-24,958652,0,1
2018-07-25,1030845,0,2
2018-07-26,1029016,0,3
2018-07-27,1117305,0,4
2018-07-28,1080084,0,5
2018-07-29,966553,0,6
2018-07-30,888865,0,0
2018-07-31,925982,0,1
2018-08-01,1005024,0,2
2018-08-02,1030152,0,3
2018-08-03,1063407,0,4
2018-08-04,1081885,0,5
2018-08-05,974973,0,6
2018-08-06,921748,0,0
2018-08-07,991952,0,1
2018-08-08,1014361,0,2
2018-08-09,1028123,0,3
2018-08-10,1062185,0,4
2018-08-11,1062586,0,5
2018-08-12,928881,0,6
2018-08-13,929342,0,0
2018-08-14,944353,0,1
2018-08-15,983676,0,2
2018-08-16,1017598,0,3
2018-08-17,1082223,0,4
2018-08-18,1081157,0,5
2018-08-19,925069,0,6
2018-08-20,854558,0,0
2018-08-21,869819,0,1
2018-08-22,937001,0,2
2018-08-23,964105,0,3
2018-08-24,1017876,0,4
2018-08-25,1051646,0,5
2018-08-26,947502,0,6
2018-08-27,886442,0,0
2018-08-28,961067,0,1
2018-08-29,1002069,0,2
2018-08-30,1000318,0,3
2018-08-31,1030204,0,4
2018-09-01,995839,0,5
2018-09-02,929678,0,6
2018-09-03,831678,1,0
2018-09-04,968303,0,1
2018-09-05,1024172,0,2
2018-09-06,1102126,0,3
2018-09-07,1122239,0,4
2018-09-08,1167165,0,5
2018-09-09,1072647,0,6
2018-09-10,967359,0,0
2018-09-11,920246,0,1
2018-09-12,1054979,0,2
2018-09-13,1064923,0,3
2018-09-14,1124327,0,4
2018-09-15,1162420,0,5
2018-09-16,1036485,0,6
2018-09-17,955711,0,0
2018-09-18,988850,0,1
2018-09-19,917961,0,2
2018-09-20,1046830,0,3
2018-09-21,1120325,0,4
2018-09-22,1166847,0,5
2018-09-23,994512,0,6
2018-09-24,861296,0,0
2018-09-25,975716,0,1
2018-09-26,967938,0,2
2018-09-27,1009897,0,3
2018-09-28,1129183,0,4
2018-09-29,1178341,0,5
2018-09-30,1024588,0,6
2018-10-01,901759,0,0
2018-10-02,956911,0,1
2018-10-03,1014286,0,2
2018-10-04,1082583,0,3
2018-10-05,1106673,0,4
2018-10-06,1180637,0,5
2018-10-07,1028515,0,6
2018-10-08,870266,1,0
2018-10-09,963257,0,1
2018-10-10,1013473,0,2
2018-10-11,1105097,0,3
2018-10-12,1142518,0,4
2018-10-13,1220838,0,5
2018-10-14,1041664,0,6
2018-10-15,952985,0,0
2018-10-16,1001021,0,1
2018-10-17,1035361,0,2
2018-10-18,1101979,0,3
2018-10-19,1143179,0,4
2018-10-20,1205116,0,5
2018-10-21,1096876,0,6
2018-10-22,967977,0,0
2018-10-23,983957,0,1
2018-10-24,1036022,0,2
2018-10-25,1096920,0,3
2018-10-26,1184816,0,4
2018-10-27,1366621,0,5
2018-10-28,1110975,0,6
2018-10-29,948771,0,0
2018-10-30,977954,0,1
2018-10-31,1017173,0,2
2018-11-01,1113006,0,3
2018-11-02,1165307,0,4
2018-11-03,1227429,0,5
2018-11-04,1006064,0,6
2018-11-05,1017822,0,0
2018-11-06,1038955,1,1
2018-11-07,1012936,0,2
2018-11-08,1070513,0,3
2018-11-09,1197528,0,4
2018-11-10,1275418,0,5
2018-11-11,1080318,1,6
2018-11-12,933025,1,0
2018-11-13,1040631,0,1
2018-11-14,1077377,0,2
2018-11-15,940228,0,3
2018-11-16,1174199,0,4
2018-11-17,1256483,0,5
2018-11-18,1073172,0,6
2018-11-19,945783,0,0
2018-11-20,1009161,0,1
2018-11-21,1036679,0,2
2018-11-22,917261,1,3
2018-11-23,882879,0,4
2018-11-24,1014510,0,5
2018-11-25,902427,0,6
2018-11-26,1009472,0,0
2018-11-27,1005509,0,1
2018-11-28,1034705,0,2
2018-11-29,1087186,0,3
2018-11-30,1194839,0,4
2018-12-01,1284195,0,5
2018-12-02,1114529,0,6
2018-12-03,970820,0,0
2018-12-04,1034489,0,1
2018-12-05,1079857,0,2
2018-12-06,1131226,0,3
2018-12-07,1232830,0,4
2018-12-08,1306623,0,5
2018-12-09,1095013,0,6
2018-12-10,1005295,0,0
2018-12-11,1048808,0,1
2018-12-12,1097882,0,2
2018-12-13,1159643,0,3
2018-12-14,1256063,0,4
2018-12-15,1295924,0,5
2018-12-16,1233803,0,6
2018-12-17,998321,0,0
2018-12-18,1081418,0,1
2018-12-19,1092267,0,2
2018-12-20,1154599,0,3
2018-12-21,1177901,0,4
2018-12-22,1069687,0,5
2018-12-23,896318,0,6
2018-12-24,849240,0,0
2018-12-25,674062,1,1
2018-12-26,745335,0,2
2018-12-27,829725,0,3
2018-12-28,961765,0,4
2018-12-29,954016,0,5
2018-12-30,897710,0,6
2018-12-31,1089643,0,0
2019-01-01,956096,1,1
2019-01-02,786287,0,2
2019-01-03,839081,0,3
2019-01-04,934884,0,4
2019-01-05,1043897,0,5
2019-01-06,907823,0,6
2019-01-07,889730,0,0
2019-01-08,882132,0,1
2019-01-09,933490,0,2
2019-01-10,1033429,0,3
2019-01-11,1169878,0,4
2019-01-12,1177484,0,5
2019-01-13,1013246,0,6
2019-01-14,956282,0,0
2019-01-15,989107,0,1
2019-01-16,1005911,0,2
2019-01-17,1065250,0,3
2019-01-18,1105613,0,4
2019-01-19,1104528,0,5
2019-01-20,1007776,0,6
2019-01-21,957371,1,0
2019-01-22,1013547,0,1
2019-01-23,989422,0,2
2019-01-24,1128728,0,3
2019-01-25,1177150,0,4
2019-01-26,1222975,0,5
2019-01-27,1005841,0,6
2019-01-28,929967,0,0
2019-01-29,1009427,0,1
2019-01-30,1092775,0,2
2019-01-31,1198486,0,3
2019-02-01,397044,0,4
2019-02-02,347827,0,5
2019-02-03,290696,0,6
2019-02-04,317949,0,0
2019-02-05,336201,0,1
2019-02-06,368414,0,2
2019-02-07,365611,0,3
2019-02-08,382966,0,4
2019-02-09,357587,0,5
2019-02-10,290241,0,6
2019-02-11,323259,0,0
2019-02-12,315224,1,1
2019-02-13,358007,0,2
2019-02-14,364045,0,3
2019-02-15,347512,1,4
2019-02-16,316289,0,5
2019-02-17,279620,0,6
2019-02-18,257117,1,0
2019-02-19,320088,0,1
2019-02-20,323467,0,2
2019-02-21,338945,0,3
2019-02-22,353428,0,4
2019-02-23,330400,0,5
2019-02-24,275939,0,6
2019-02-25,323497,0,0
2019-02-26,353572,0,1
2019-02-27,365218,0,2
2019-02-28,372284,0,3
2019-03-01,357279,0,4
2019-03-02,310563,0,5
2019-03-03,277421,0,6
2019-03-04,255078,0,0
2019-03-05,337453,0,1
2019-03-06,358276,0,2
2019-03-07,360570,0,3
2019-03-08,355257,0,4
2019-03-09,334987,0,5
2019-03-10,284306,0,6
2019-03-11,315658,0,0
2019-03-12,343915,0,1
2019-03-13,348966,0,2
2019-03-14,363818,0,3
2019-03-15,363453,0,4
2019-03-16,341104,0,5
2019-03-17,285480,0,6
2019-03-18,293369,0,0
2019-03-19,310013,0,1
2019-03-20,322886,0,2
2019-03-21,350792,0,3
2019-03-22,349399,0,4
2019-03-23,322501,0,5
2019-03-24,266208,0,6
2019-03-25,281313,0,0
2019-03-26,312054,0,1
2019-03-27,323434,0,2
2019-03-28,334139,0,3
2019-03-29,330586,0,4
2019-03-30,315453,0,5
2019-03-31,279289,0,6
2019-04-01,321564,0,0
2019-04-02,347137,0,1
2019-04-03,356420,0,2
2019-04-04,373183,0,3
2019-04-05,390333,0,4
2019-04-06,340974,0,5
2019-04-07,295234,0,6
2019-04-08,317134,0,0
2019-04-09,349993,0,1
2019-04-10,352939,0,2
2019-04-11,368232,0,3
2019-04-12,373193,0,4
2019-04-13,341459,0,5
2019-04-14,293781,0,6
2019-04-15,337192,0,0
2019-04-16,343049,0,1
2019-04-17,356553,0,2
2019-04-18,359321,0,3
2019-04-19,326220,0,4
2019-04-20,286928,0,5
2019-04-21,252938,0,6
2019-04-22,293451,0,0
2019-04-23,316362,0,1
2019-04-24,327016,0,2
2019-04-25,353042,0,3
2019-04-26,338543,0,4
2019-04-27,327872,0,5
2019-04-28,288788,0,6
2019-04-29,313936,0,0
2019-04-30,338884,0,1
2019-05-01,362273,0,2
2019-05-02,372202,0,3
2019-05-03,370177,0,4
2019-05-04,345591,0,5
2019-05-05,308977,0,6
2019-05-06,315764,0,0
2019-05-07,340460,0,1
2019-05-08,349160,0,2
2019-05-09,364036,0,3
2019-05-10,359486,0,4
2019-05-11,331525,0,5
2019-05-12,300638,0,6
2019-05-13,335063,0,0
2019-05-14,351987,0,1
2019-05-15,349185,0,2
2019-05-16,355705,0,3
2019-05-17,363840,0,4
2019-05-18,336978,0,5
2019-05-19,291805,0,6
2019-05-20,326013,0,0
2019-05-21,341881,0,1
2019-05-22,351390,0,2
2019-05-23,349019,0,3
2019-05-24,315893,0,4
2019-05-25,257868,0,5
2019-05-26,229321,0,6
2019-05-27,203337,1,0
2019-05-28,309702,0,1
2019-05-29,333600,0,2
2019-05-30,348808,0,3
2019-05-31,345390,0,4
2019-06-01,325911,0,5
2019-06-02,279668,0,6
2019-06-03,316858,0,0
2019-06-04,311737,0,1
2019-06-05,343849,0,2
2019-06-06,354934,0,3
2019-06-07,343226,0,4
2019-06-08,308552,0,5
2019-06-09,256901,0,6
2019-06-10,307187,0,0
2019-06-11,328584,0,1
2019-06-12,344167,0,2
2019-06-13,358663,0,3
2019-06-14,336392,0,4
2019-06-15,300561,0,5
2019-06-16,256107,0,6
2019-06-17,304357,0,0
2019-06-18,335274,0,1
2019-06-19,339225,0,2
2019-06-20,350086,0,3
2019-06-21,342593,0,4
2019-06-22,298103,0,5
2019-06-23,268307,0,6
2019-06-24,305958,0,0
2019-06-25,331435,0,1
2019-06-26,341027,0,2
2019-06-27,343991,0,3
2019-06-28,331023,0,4
2019-06-29,291723,0,5
2019-06-30,231074,0,6
2019-07-01,274777,0,0
2019-07-02,279539,0,1
2019-07-03,262360,0,2
2019-07-04,178657,1,3
2019-07-05,216736,0,4
2019-07-06,218334,0,5
2019-07-07,213226,0,6
2019-07-08,270822,0,0
2019-07-09,299226,0,1
2019-07-10,319050,0,2
2019-07-11,327657,0,3
2019-07-12,304462,0,4
2019-07-13,286926,0,5
2019-07-14,241007,0,6
2019-07-15,282235,0,0
2019-07-16,313126,0,1
2019-07-17,336755,0,2
2019-07-18,323224,0,3
2019-07-19,327803,0,4
2019-07-20,271567,0,5
2019-07-21,241798,0,6
2019-07-22,298602,0,0
2019-07-23,305862,0,1
2019-07-24,316147,0,2
2019-07-25,322451,0,3
2019-07-26,302432,0,4
2019-07-27,266451,0,5
2019-07-28,238587,0,6
2019-07-29,279155,0,0
2019-07-30,304386,0,1
2019-07-31,305516,0,2
2019-08-01,318484,0,3
2019-08-02,298601,0,4
2019-08-03,262195,0,5
2019-08-04,232648,0,6
2019-08-05,267391,0,0
2019-08-06,294985,0,1
2019-08-07,301909,0,2
2019-08-08,311409,0,3
2019-08-09,291597,0,4
2019-08-10,253718,0,5
2019-08-11,216621,0,6
2019-08-12,264702,0,0
2019-08-13,283307,0,1
2019-08-14,293796,0,2
2019-08-15,297495,0,3
2019-08-16,282135,0,4
2019-08-17,255070,0,5
2019-08-18,229298,0,6
2019-08-19,260520,0,0
2019-08-20,278233,0,1
2019-08-21,291895,0,2
2019-08-22,303458,0,3
2019-08-23,276880,0,4
2019-08-24,247849,0,5
2019-08-25,220899,0,6
2019-08-26,245582,0,0
2019-08-27,264652,0,1
2019-08-28,281877,0,2
2019-08-29,276596,0,3
2019-08-30,270031,0,4
2019-08-31,229284,0,5
2019-09-01,189398,0,6
2019-09-02,171638,1,0
2019-09-03,258680,0,1
2019-09-04,288646,0,2
2019-09-05,305381,0,3
2019-09-06,301928,0,4
2019-09-07,264271,0,5
2019-09-08,236198,0,6
2019-09-09,274035,0,0
2019-09-10,297417,0,1
2019-09-11,306375,0,2
2019-09-12,326646,0,3
2019-09-13,309259,0,4
2019-09-14,279414,0,5
2019-09-15,246472,0,6
2019-09-16,280811,0,0
2019-09-17,296016,0,1
2019-09-18,306493,0,2
2019-09-19,316004,0,3
2019-09-20,308119,0,4
2019-09-21,284252,0,5
2019-09-22,248432,0,6
2019-09-23,256876,0,0
2019-09-24,272610,0,1
2019-09-25,281064,0,2
2019-09-26,303168,0,3
2019-09-27,300867,0,4
2019-09-28,282027,0,5
2019-09-29,240191,0,6
2019-09-30,232480,0,0
2019-10-01,284617,0,1
2019-10-02,328122,0,2
2019-10-03,345578,0,3
2019-10-04,339170,0,4
2019-10-05,303566,0,5
2019-10-06,254597,0,6
2019-10-07,302013,0,0
2019-10-08,305083,0,1
2019-10-09,303382,0,2
2019-10-10,333296,0,3
2019-10-11,333942,0,4
2019-10-12,294961,0,5
2019-10-13,256576,0,6
2019-10-14,246567,1,0
2019-10-15,314579,0,1
2019-10-16,324592,0,2
2019-10-17,341142,0,3
2019-10-18,346598,0,4
2019-10-19,308482,0,5
2019-10-20,275094,0,6
2019-10-21,288257,0,0
2019-10-22,317904,0,1
2019-10-23,326312,0,2
2019-10-24,338362,0,3
2019-10-25,337229,0,4
2019-10-26,312345,0,5
2019-10-27,266969,0,6
2019-10-28,294615,0,0
2019-10-29,319016,0,1
2019-10-30,323587,0,2
2019-10-31,321798,0,3
2019-11-01,364153,0,4
2019-11-02,318841,0,5
2019-11-03,268990,0,6
2019-11-04,301381,0,0
2019-11-05,307855,1,1
2019-11-06,329492,0,2
2019-11-07,345657,0,3
2019-11-08,358123,0,4
2019-11-09,313136,0,5
2019-11-10,262916,0,6
2019-11-11,259598,1,0
2019-11-12,329137,0,1
2019-11-13,341649,0,2
2019-11-14,350869,0,3
2019-11-15,346907,0,4
2019-11-16,328561,0,5
2019-11-17,270344,0,6
2019-11-18,315201,0,0
2019-11-19,319902,0,1
2019-11-20,337933,0,2
2019-11-21,349926,0,3
2019-11-22,337328,0,4
2019-11-23,308739,0,5
2019-11-24,264147,0,6
2019-11-25,293101,0,0
2019-11-26,308130,0,1
2019-11-27,291366,0,2
2019-11-28,198669,1,3
2019-11-29,232051,0,4
2019-11-30,252708,0,5
2019-12-01,242269,0,6
2019-12-02,293425,0,0
2019-12-03,339928,0,1
2019-12-04,344632,0,2
2019-12-05,367925,0,3
2019-12-06,369445,0,4
2019-12-07,342953,0,5
2019-12-08,286780,0,6
2019-12-09,316576,0,0
2019-12-10,337950,0,1
2019-12-11,360565,0,2
2019-12-12,374545,0,3
2019-12-13,373903,0,4
2019-12-14,339034,0,5
2019-12-15,299384,0,6
2019-12-16,326104,0,0
2019-12-17,349032,0,1
2019-12-18,361334,0,2
2019-12-19,385080,0,3
2019-12-20,369036,0,4
2019-12-21,300656,0,5
2019-12-22,242285,0,6
2019-12-23,261371,0,0
2019-12-24,240583,0,1
2019-12-25,154658,1,2
2019-12-26,215973,0,3
2019-12-27,243547,0,4
2019-12-28,234314,0,5
2019-12-29,222889,0,6
2019-12-30,252778,0,0
2019-12-31,246825,0,1
2020-01-01,222668,1,2
2020-01-02,239746,0,3
2020-01-03,265402,0,4
2020-01-04,247696,0,5
2020-01-05,224294,0,6
2020-01-06,265654,0,0
2020-01-07,288556,0,1
2020-01-08,307104,0,2
2020-01-09,324306,0,3
2020-01-10,319213,0,4
2020-01-11,287282,0,5
2020-01-12,247694,0,6
2020-01-13,295745,0,0
2020-01-14,304326,0,1
2020-01-15,305667,0,2
2020-01-16,331437,0,3
2020-01-17,337702,0,4
2020-01-18,253928,0,5
2020-01-19,233826,0,6
2020-01-20,226056,1,0
2020-01-21,303465,0,1
2020-01-22,310989,0,2
2020-01-23,321640,0,3
2020-01-24,321403,0,4
2020-01-25,291730,0,5
2020-01-26,248577,0,6
2020-01-27,276336,0,0
2020-01-28,303414,0,1
2020-01-29,316507,0,2
2020-01-30,332914,0,3
2020-01-31,326353,0,4
2020-02-01,276851,0,5
2020-02-02,253201,0,6
2020-02-03,279376,0,0
2020-02-04,301136,0,1
2020-02-05,319669,0,2
2020-02-06,331796,0,3
2020-02-07,343490,0,4
2020-02-08,287722,0,5
2020-02-09,240497,0,6
2020-02-10,298928,0,0
2020-02-11,306427,0,1
2020-02-12,325902,1,2
2020-02-13,337378,0,3
2020-02-14,352966,0,4
2020-02-15,271375,1,5
2020-02-16,222937,0,6
2020-02-17,208167,1,0
2020-02-18,272044,0,1
2020-02-19,302768,0,2
2020-02-20,324971,0,3
2020-02-21,324904,0,4
2020-02-22,276341,0,5
2020-02-23,239487,0,6
2020-02-24,282893,0,0
2020-02-25,314691,0,1
2020-02-26,323346,0,2
2020-02-27,349231,0,3
2020-02-28,342096,0,4
2020-02-29,301132,0,5
2020-03-01,242675,0,6
2020-03-02,280590,0,0
2020-03-03,314899,0,1
2020-03-04,323259,0,2
2020-03-05,338993,0,3
2020-03-06,335952,0,4
2020-03-07,278755,0,5
2020-03-08,224884,0,6
2020-03-09,260232,0,0
2020-03-10,266835,0,1
2020-03-11,266260,0,2
2020-03-12,253480,0,3
2020-03-13,213436,0,4
2020-03-14,144479,0,5
2020-03-15,102223,0,6
2020-03-16,123833,0,0
2020-03-17,96296,0,1
2020-03-18,83182,0,2
2020-03-19,73333,0,3
2020-03-20,70052,0,4
2020-03-21,45506,0,5
2020-03-22,28879,0,6
2020-03-23,44070,0,0
2020-03-24,38464,0,1
2020-03-25,37344,0,2
2020-03-26,36505,0,3
2020-03-27,38633,0,4
2020-03-28,27111,0,5
2020-03-29,18605,0,6
2020-03-30,32801,0,0
2020-03-31,31180,0,1
2020-04-01,32308,0,2
2020-04-02,30242,0,3
2020-04-03,33715,0,4
2020-04-04,22718,0,5
2020-04-05,16197,0,6
2020-04-06,29400,0,0
2020-04-07,28122,0,1
2020-04-08,28053,0,2
2020-04-09,26606,0,3
2020-04-10,28385,0,4
2020-04-11,22092,0,5
2020-04-12,15128,0,6
2020-04-13,27683,0,0
2020-04-14,28343,0,1
2020-04-15,28771,0,2
2020-04-16,29265,0,3
2020-04-17,32946,0,4
2020-04-18,22405,0,5
2020-04-19,17210,0,6
2020-04-20,30558,0,0
2020-04-21,29437,0,1
2020-04-22,31596,0,2
2020-04-23,31691,0,3
2020-04-24,34459,0,4
2020-04-25,26235,0,5
2020-04-26,18438,0,6
2020-04-27,33250,0,0
2020-04-28,33803,0,1
2020-04-29,35082,0,2
2020-04-30,35932,0,3
2020-05-01,40383,0,4
2020-05-02,30504,0,5
2020-05-03,23153,0,6
2020-05-04,38514,0,0
2020-05-05,37717,0,1
2020-05-06,39241,0,2
2020-05-07,39404,0,3
2020-05-08,42496,0,4
2020-05-09,30650,0,5
2020-05-10,27099,0,6
2020-05-11,40094,0,0
2020-05-12,39578,0,1
2020-05-13,42089,0,2
2020-05-14,41805,0,3
2020-05-15,46195,0,4
2020-05-16,34509,0,5
2020-05-17,26057,0,6
2020-05-18,41701,0,0
2020-05-19,40756,0,1
2020-05-20,42852,0,2
2020-05-21,42312,0,3
2020-05-22,45749,0,4
2020-05-23,31860,0,5
2020-05-24,28738,0,6
2020-05-25,31326,1,0
2020-05-26,45020,0,1
2020-05-27,46817,0,2
2020-05-28,45350,0,3
2020-05-29,48487,0,4
2020-05-30,38848,0,5
2020-05-31,31474,0,6
2020-06-01,49711,0,0
2020-06-02,45604,0,1
2020-06-03,47586,0,2
2020-06-04,48704,0,3
2020-06-05,50478,0,4
2020-06-06,37715,0,5
2020-06-07,32033,0,6
2020-06-08,53913,0,0
2020-06-09,55013,0,1
2020-06-10,57117,0,2
2020-06-11,55012,0,3
2020-06-12,60461,0,4
2020-06-13,45716,0,5
2020-06-14,35777,0,6
2020-06-15,56512,0,0
2020-06-16,57115,0,1
2020-06-17,58775,0,2
2020-06-18,59224,0,3
2020-06-19,63348,0,4
2020-06-20,47784,0,5
2020-06-21,39943,0,6
2020-06-22,65863,0,0
2020-06-23,66331,0,1
2020-06-24,67383,0,2
2020-06-25,67725,0,3
2020-06-26,70423,0,4
2020-06-27,51301,0,5
