pickup_date,count,holiday,weekday
2020-06-28,42669,0,6
2020-06-29,68243,0,0
2020-06-30,67330,0,1
2020-07-01,67232,0,2
2020-07-02,70025,0,3
2020-07-03,56437,1,4
2020-07-04,42036,1,5
2020-07-05,38050,0,6
2020-07-06,65366,0,0
2020-07-07,66474,0,1
2020-07-08,69469,0,2
2020-07-09,71620,0,3
2020-07-10,67150,0,4
2020-07-11,49515,0,5
2020-07-12,42581,0,6
2020-07-13,68187,0,0
2020-07-14,70359,0,1
2020-07-15,72117,0,2
2020-07-16,70945,0,3
2020-07-17,70374,0,4
2020-07-18,54785,0,5
2020-07-19,42071,0,6
2020-07-20,69779,0,0
2020-07-21,71208,0,1
2020-07-22,75433,0,2
2020-07-23,73270,0,3
2020-07-24,72601,0,4
2020-07-25,58090,0,5
2020-07-26,42907,0,6
2020-07-27,73004,0,0
2020-07-28,75362,0,1
2020-07-29,78931,0,2
2020-07-30,76657,0,3
2020-07-31,78146,0,4
2020-08-01,64404,0,5
2020-08-02,47788,0,6
2020-08-03,78120,0,0
2020-08-04,65298,0,1
2020-08-05,80331,0,2
2020-08-06,80998,0,3
2020-08-07,80216,0,4
2020-08-08,61956,0,5
2020-08-09,49949,0,6
2020-08-10,77772,0,0
2020-08-11,79569,0,1
2020-08-12,81987,0,2
2020-08-13,79859,0,3
2020-08-14,82573,0,4
2020-08-15,65419,0,5
2020-08-16,46082,0,6
2020-08-17,76513,0,0
2020-08-18,81455,0,1
2020-08-19,82235,0,2
2020-08-20,84379,0,3
2020-08-21,85491,0,4
2020-08-22,67935,0,5
2020-08-23,52110,0,6
2020-08-24,79768,0,0
2020-08-25,83042,0,1
2020-08-26,85366,0,2
2020-08-27,84465,0,3
2020-08-28,86636,0,4
2020-08-29,61881,0,5
2020-08-30,56900,0,6
2020-08-31,81889,0,0
2020-09-01,88153,0,1
2020-09-02,91150,0,2
2020-09-03,93944,0,3
2020-09-04,92498,0,4
2020-09-05,68580,0,5
2020-09-06,56273,0,6
2020-09-07,56549,1,0
2020-09-08,93768,0,1
2020-09-09,98148,0,2
2020-09-10,99578,0,3
2020-09-11,101504,0,4
2020-09-12,79420,0,5
2020-09-13,59089,0,6
2020-09-14,94741,0,0
2020-09-15,99672,0,1
2020-09-16,102314,0,2
2020-09-17,103545,0,3
2020-09-18,106076,0,4
2020-09-19,82702,0,5
2020-09-20,63510,0,6
2020-09-21,96138,0,0
2020-09-22,100462,0,1
2020-09-23,106010,0,2
2020-09-24,107280,0,3
2020-09-25,110490,0,4
2020-09-26,85728,0,5
2020-09-27,66168,0,6
2020-09-28,85941,0,0
2020-09-29,104237,0,1
2020-09-30,106246,0,2
2020-10-01,109214,0,3
2020-10-02,108834,0,4
2020-10-03,87337,0,5
2020-10-04,63085,0,6
2020-10-05,95322,0,0
2020-10-06,101195,0,1
2020-10-07,105038,0,2
2020-10-08,107326,0,3
2020-10-09,106616,0,4
2020-10-10,85417,0,5
2020-10-11,62810,0,6
2020-10-12,85238,1,0
2020-10-13,100503,0,1
2020-10-14,106314,0,2
2020-10-15,110501,0,3
2020-10-16,107153,0,4
2020-10-17,88116,0,5
2020-10-18,68117,0,6
2020-10-19,98840,0,0
2020-10-20,104111,0,1
2020-10-21,106826,0,2
2020-10-22,109480,0,3
2020-10-23,109937,0,4
2020-10-24,89599,0,5
2020-10-25,69052,0,6
2020-10-26,100275,0,0
2020-10-27,106073,0,1
2020-10-28,110879,0,2
2020-10-29,114567,0,3
2020-10-30,117462,0,4
2020-10-31,95879,0,5
2020-11-01,75575,0,6
2020-11-02,104805,0,0
2020-11-03,95551,1,1
2020-11-04,96891,0,2
2020-11-05,106221,0,3
2020-11-06,109831,0,4
2020-11-07,92857,0,5
2020-11-08,72451,0,6
2020-11-09,100393,0,0
2020-11-10,111085,0,1
2020-11-11,105212,1,2
2020-11-12,111866,0,3
2020-11-13,112965,0,4
2020-11-14,89041,0,5
2020-11-15,64773,0,6
2020-11-16,101452,0,0
2020-11-17,108828,0,1
2020-11-18,112207,0,2
2020-11-19,110740,0,3
2020-11-20,112066,0,4
2020-11-21,85790,0,5
2020-11-22,63170,0,6
2020-11-23,101223,0,0
2020-11-24,105707,0,1
2020-11-25,100829,0,2
2020-11-26,59061,1,3
2020-11-27,73362,0,4
2020-11-28,68363,0,5
2020-11-29,59770,0,6
2020-11-30,91797,0,0
2020-12-01,100299,0,1
2020-12-02,101933,0,2
2020-12-03,103377,0,3
2020-12-04,103956,0,4
2020-12-05,77789,0,5
2020-12-06,67684,0,6
2020-12-07,97211,0,0
2020-12-08,103234,0,1
2020-12-09,104436,0,2
2020-12-10,105335,0,3
2020-12-11,107714,0,4
2020-12-12,81472,0,5
2020-12-13,67963,0,6
2020-12-14,97845,0,0
2020-12-15,107834,0,1
2020-12-16,91707,0,2
2020-12-17,47358,0,3
2020-12-18,104422,0,4
2020-12-19,79320,0,5
2020-12-20,60917,0,6
2020-12-21,96863,0,0
2020-12-22,100403,0,1
2020-12-23,102499,0,2
2020-12-24,87494,0,3
2020-12-25,48405,1,4
2020-12-26,60309,0,5
2020-12-27,53645,0,6
2020-12-28,81468,0,0
2020-12-29,87222,0,1
2020-12-30,90516,0,2
2020-12-31,89033,0,3
2021-01-01,50905,1,4
2021-01-02,63703,0,5
2021-01-03,52430,0,6
2021-01-04,87884,0,0
2021-01-05,90535,0,1
2021-01-06,94902,0,2
2021-01-07,94712,0,3
2021-01-08,95864,0,4
2021-01-09,73942,0,5
2021-01-10,57231,0,6
2021-01-11,91875,0,0
2021-01-12,94721,0,1
2021-01-13,97527,0,2
2021-01-14,98800,0,3
2021-01-15,99488,0,4
2021-01-16,72338,0,5
2021-01-17,60116,0,6
2021-01-18,71984,1,0
2021-01-19,96883,0,1
2021-01-20,94889,0,2
2021-01-21,99363,0,3
2021-01-22,100781,0,4
2021-01-23,75952,0,5
2021-01-24,59049,0,6
2021-01-25,93379,0,0
2021-01-26,91439,0,1
2021-01-27,99142,0,2
2021-01-28,103445,0,3
2021-01-29,103226,0,4
2021-01-30,73318,0,5
2021-01-31,60569,0,6
2021-02-01,17938,0,0
2021-02-02,55068,0,1
2021-02-03,98387,0,2
2021-02-04,104721,0,3
2021-02-05,103324,0,4
2021-02-06,85728,0,5
2021-02-07,51617,0,6
2021-02-08,97847,0,0
2021-02-09,98086,0,1
2021-02-10,105384,0,2
2021-02-11,105035,0,3
2021-02-12,111842,1,4
2021-02-13,84653,0,5
2021-02-14,70394,0,6
2021-02-15,76914,1,0
2021-02-16,95654,0,1
2021-02-17,108994,0,2
2021-02-18,71673,0,3
2021-02-19,95727,0,4
2021-02-20,86687,0,5
2021-02-21,66841,0,6
2021-02-22,96187,0,0
2021-02-23,103973,0,1
2021-02-24,107807,0,2
2021-02-25,109480,0,3
2021-02-26,112946,0,4
2021-02-27,84051,0,5
2021-02-28,67000,0,6
2021-03-01,101179,0,0
2021-03-02,108864,0,1
2021-03-03,111208,0,2
2021-03-04,115096,0,3
2021-03-05,118822,0,4
2021-03-06,91644,0,5
2021-03-07,68869,0,6
2021-03-08,103736,0,0
2021-03-09,109800,0,1
2021-03-10,113224,0,2
2021-03-11,116262,0,3
2021-03-12,120285,0,4
2021-03-13,98517,0,5
2021-03-14,74923,0,6
2021-03-15,110680,0,0
2021-03-16,114158,0,1
2021-03-17,121958,0,2
2021-03-18,121771,0,3
2021-03-19,124520,0,4
2021-03-20,99340,0,5
2021-03-21,76533,0,6
2021-03-22,109192,0,0
2021-03-23,112284,0,1
2021-03-24,118886,0,2
2021-03-25,119079,0,3
2021-03-26,122923,0,4
2021-03-27,105590,0,5
2021-03-28,70167,0,6
2021-03-29,103653,0,0
2021-03-30,113474,0,1
2021-03-31,114989,0,2
2021-04-01,121638,0,3
2021-04-02,119286,0,4
2021-04-03,100115,0,5
2021-04-04,77122,0,6
2021-04-05,111104,0,0
2021-04-06,119784,0,1
2021-04-07,125938,0,2
2021-04-08,127797,0,3
2021-04-09,128456,0,4
2021-04-10,106221,0,5
2021-04-11,78151,0,6
2021-04-12,119928,0,0
2021-04-13,122859,0,1
2021-04-14,127518,0,2
2021-04-15,130791,0,3
2021-04-16,131524,0,4
2021-04-17,111518,0,5
2021-04-18,84932,0,6
2021-04-19,116237,0,0
2021-04-20,126873,0,1
2021-04-21,129346,0,2
2021-04-22,133943,0,3
2021-04-23,133314,0,4
2021-04-24,115405,0,5
2021-04-25,79098,0,6
2021-04-26,118964,0,0
2021-04-27,124537,0,1
2021-04-28,133533,0,2
2021-04-29,131252,0,3
2021-04-30,137983,0,4
2021-05-01,118958,0,5
2021-05-02,92154,0,6
2021-05-03,123600,0,0
2021-05-04,129212,0,1
2021-05-05,137689,0,2
2021-05-06,137724,0,3
2021-05-07,141510,0,4
2021-05-08,118547,0,5
2021-05-09,96205,0,6
2021-05-10,123286,0,0
2021-05-11,132931,0,1
2021-05-12,136913,0,2
2021-05-13,130073,0,3
2021-05-14,141264,0,4
2021-05-15,126807,0,5
2021-05-16,97746,0,6
2021-05-17,119436,0,0
2021-05-18,130393,0,1
2021-05-19,140999,0,2
2021-05-20,141622,0,3
2021-05-21,143952,0,4
2021-05-22,131229,0,5
2021-05-23,103025,0,6
2021-05-24,129436,0,0
2021-05-25,137263,0,1
2021-05-26,142570,0,2
2021-05-27,141636,0,3
2021-05-28,136285,0,4
2021-05-29,101836,0,5
2021-05-30,85824,0,6
2021-05-31,88795,1,0
2021-06-01,137053,0,1
2021-06-02,143784,0,2
2021-06-03,148408,0,3
2021-06-04,145621,0,4
2021-06-05,137932,0,5
2021-06-06,111226,0,6
2021-06-07,139756,0,0
2021-06-08,143983,0,1
2021-06-09,151207,0,2
2021-06-10,155566,0,3
2021-06-11,149289,0,4
2021-06-12,133432,0,5
2021-06-13,106605,0,6
2021-06-14,137724,0,0
2021-06-15,149305,0,1
2021-06-16,154378,0,2
2021-06-17,154473,0,3
2021-06-18,147605,1,4
2021-06-19,136483,1,5
2021-06-20,109296,0,6
2021-06-21,140513,0,0
2021-06-22,148515,0,1
2021-06-23,153316,0,2
2021-06-24,154702,0,3
2021-06-25,152294,0,4
2021-06-26,137496,0,5
2021-06-27,109359,0,6
2021-06-28,140802,0,0
2021-06-29,150892,0,1
2021-06-30,151283,0,2
2021-07-01,142614,0,3
2021-07-02,134126,0,4
2021-07-03,106441,0,5
2021-07-04,88454,1,6
2021-07-05,96142,1,0
2021-07-06,137328,0,1
2021-07-07,145770,0,2
2021-07-08,141012,0,3
2021-07-09,140550,0,4
2021-07-10,130306,0,5
2021-07-11,105909,0,6
2021-07-12,131788,0,0
2021-07-13,143568,0,1
2021-07-14,154302,0,2
2021-07-15,155716,0,3
2021-07-16,150825,0,4
2021-07-17,131964,0,5
2021-07-18,107518,0,6
2021-07-19,136290,0,0
2021-07-20,138071,0,1
2021-07-21,145940,0,2
2021-07-22,151027,0,3
2021-07-23,144791,0,4
2021-07-24,128167,0,5
2021-07-25,104568,0,6
2021-07-26,136610,0,0
2021-07-27,147320,0,1
2021-07-28,148456,0,2
2021-07-29,147188,0,3
2021-07-30,145402,0,4
2021-07-31,127639,0,5
2021-08-01,101227,0,6
2021-08-02,127954,0,0
2021-08-03,139429,0,1
2021-08-04,143859,0,2
2021-08-05,145102,0,3
2021-08-06,142330,0,4
2021-08-07,124641,0,5
2021-08-08,103004,0,6
2021-08-09,128077,0,0
2021-08-10,143390,0,1
2021-08-11,148331,0,2
2021-08-12,145922,0,3
2021-08-13,144658,0,4
2021-08-14,126206,0,5
2021-08-15,105597,0,6
2021-08-16,126439,0,0
2021-08-17,136092,0,1
2021-08-18,142582,0,2
2021-08-19,146076,0,3
2021-08-20,145647,0,4
2021-08-21,133748,0,5
2021-08-22,77993,0,6
2021-08-23,126148,0,0
2021-08-24,139954,0,1
2021-08-25,146181,0,2
2021-08-26,148638,0,3
2021-08-27,141921,0,4
2021-08-28,122773,0,5
2021-08-29,101662,0,6
2021-08-30,129775,0,0
2021-08-31,139453,0,1
2021-09-01,134449,0,2
2021-09-02,132884,0,3
2021-09-03,141414,0,4
2021-09-04,122958,0,5
2021-09-05,104305,0,6
2021-09-06,102826,1,0
2021-09-07,132326,0,1
2021-09-08,148115,0,2
2021-09-09,155374,0,3
2021-09-10,158228,0,4
2021-09-11,143906,0,5
2021-09-12,118814,0,6
2021-09-13,142429,0,0
2021-09-14,148949,0,1
2021-09-15,155357,0,2
2021-09-16,145770,0,3
2021-09-17,159080,0,4
2021-09-18,148270,0,5
2021-09-19,120573,0,6
2021-09-20,139499,0,0
2021-09-21,144298,0,1
2021-09-22,151835,0,2
2021-09-23,152979,0,3
2021-09-24,158134,0,4
2021-09-25,149742,0,5
2021-09-26,122981,0,6
2021-09-27,139750,0,0
2021-09-28,145399,0,1
2021-09-29,154080,0,2
2021-09-30,164174,0,3
2021-10-01,164870,0,4
2021-10-02,152123,0,5
2021-10-03,123011,0,6
2021-10-04,145150,0,0
2021-10-05,155004,0,1
2021-10-06,162783,0,2
2021-10-07,168149,0,3
2021-10-08,169473,0,4
2021-10-09,154176,0,5
2021-10-10,126012,0,6
2021-10-11,130673,1,0
2021-10-12,156445,0,1
2021-10-13,162624,0,2
2021-10-14,171833,0,3
2021-10-15,174367,0,4
2021-10-16,159874,0,5
2021-10-17,133275,0,6
2021-10-18,153596,0,0
2021-10-19,160136,0,1
2021-10-20,169623,0,2
2021-10-21,173870,0,3
2021-10-22,172967,0,4
2021-10-23,157950,0,5
2021-10-24,131504,0,6
2021-10-25,149559,0,0
2021-10-26,149345,0,1
2021-10-27,171468,0,2
2021-10-28,177201,0,3
2021-10-29,181756,0,4
2021-10-30,157425,0,5
2021-10-31,135527,0,6
2021-11-01,154823,0,0
2021-11-02,163039,1,1
2021-11-03,172761,0,2
2021-11-04,178659,0,3
2021-11-05,179333,0,4
2021-11-06,169073,0,5
2021-11-07,131661,0,6
2021-11-08,155646,0,0
2021-11-09,167911,0,1
2021-11-10,177893,0,2
2021-11-11,170784,1,3
2021-11-12,177770,0,4
2021-11-13,169828,0,5
2021-11-14,143435,0,6
2021-11-15,164870,0,0
2021-11-16,172613,0,1
2021-11-17,178046,0,2
2021-11-18,184894,0,3
2021-11-19,186093,0,4
2021-11-20,169052,0,5
2021-11-21,138810,0,6
2021-11-22,161789,0,0
2021-11-23,170662,0,1
2021-11-24,156525,0,2
2021-11-25,102428,1,3
2021-11-26,128140,0,4
2021-11-27,137896,0,5
2021-11-28,121289,0,6
2021-11-29,155824,0,0
2021-11-30,168540,0,1
2021-12-01,176806,0,2
2021-12-02,183080,0,3
2021-12-03,190496,0,4
2021-12-04,172910,0,5
2021-12-05,145259,0,6
2021-12-06,166596,0,0
2021-12-07,181013,0,1
2021-12-08,187701,0,2
2021-12-09,191107,0,3
2021-12-10,188515,0,4
2021-12-11,170904,0,5
2021-12-12,142242,0,6
2021-12-13,165060,0,0
2021-12-14,174570,0,1
2021-12-15,180333,0,2
2021-12-16,181679,0,3
2021-12-17,178204,0,4
2021-12-18,149976,0,5
2021-12-19,126222,0,6
2021-12-20,146756,0,0
2021-12-21,144490,0,1
2021-12-22,143345,0,2
2021-12-23,137693,0,3
2021-12-24,107860,1,4
2021-12-25,67594,1,5
2021-12-26,83498,0,6
2021-12-27,111447,0,0
2021-12-28,116244,0,1
2021-12-29,116728,0,2
2021-12-30,120107,0,3
2021-12-31,105816,1,4
2022-01-01,85660,1,5
2022-01-02,84224,0,6
2022-01-03,114525,0,0
2022-01-04,116274,0,1
2022-01-05,117141,0,2
2022-01-06,122752,0,3
2022-01-07,104998,0,4
2022-01-08,113857,0,5
2022-01-09,90277,0,6
2022-01-10,118527,0,0
2022-01-11,122600,0,1
2022-01-12,126533,0,2
2022-01-13,130957,0,3
2022-01-14,140421,0,4
2022-01-15,122144,0,5
2022-01-16,101810,0,6
2022-01-17,95852,1,0
2022-01-18,131575,0,1
2022-01-19,134961,0,2
2022-01-20,137425,0,3
2022-01-21,149251,0,4
2022-01-22,130370,0,5
2022-01-23,105927,0,6
2022-01-24,124928,0,0
2022-01-25,134417,0,1
2022-01-26,145711,0,2
2022-01-27,148902,0,3
2022-01-28,143418,0,4
2022-01-29,45173,0,5
2022-01-30,97041,0,6
2022-01-31,132487,0,0
2022-02-01,142363,0,1
2022-02-02,144270,0,2
2022-02-03,156702,0,3
2022-02-04,159910,0,4
2022-02-05,155781,0,5
2022-02-06,120799,0,6
2022-02-07,140667,0,0
2022-02-08,154952,0,1
2022-02-09,159180,0,2
2022-02-10,166000,0,3
2022-02-11,170311,1,4
2022-02-12,158236,1,5
2022-02-13,125677,0,6
2022-02-14,165231,0,0
2022-02-15,164345,1,1
2022-02-16,164621,0,2
2022-02-17,167459,0,3
2022-02-18,169142,0,4
2022-02-19,152535,0,5
2022-02-20,128542,0,6
2022-02-21,124148,1,0
2022-02-22,150872,0,1
2022-02-23,165637,0,2
2022-02-24,172811,0,3
2022-02-25,167782,0,4
2022-02-26,162533,0,5
2022-02-27,135051,0,6
2022-02-28,154775,0,0
2022-03-01,165168,0,1
2022-03-02,171374,0,2
2022-03-03,181797,0,3
2022-03-04,180247,0,4
2022-03-05,157397,0,5
2022-03-06,128314,0,6
2022-03-07,149986,0,0
2022-03-08,168686,0,1
2022-03-09,172557,0,2
2022-03-10,177309,0,3
2022-03-11,181182,0,4
2022-03-12,157804,0,5
2022-03-13,133188,0,6
2022-03-14,149197,0,0
2022-03-15,163306,0,1
2022-03-16,171721,0,2
2022-03-17,166571,0,3
2022-03-18,179012,0,4
2022-03-19,157723,0,5
2022-03-20,133199,0,6
2022-03-21,149275,0,0
2022-03-22,162813,0,1
2022-03-23,173629,0,2
2022-03-24,175678,0,3
2022-03-25,174489,0,4
2022-03-26,163790,0,5
2022-03-27,140045,0,6
2022-03-28,164387,0,0
2022-03-29,176895,0,1
2022-03-30,179778,0,2
2022-03-31,180709,0,3
2022-04-01,185901,0,4
2022-04-02,164695,0,5
2022-04-03,135297,0,6
2022-04-04,159160,0,0
2022-04-05,172308,0,1
2022-04-06,175898,0,2
2022-04-07,180319,0,3
2022-04-08,181000,0,4
2022-04-09,164853,0,5
2022-04-10,141987,0,6
2022-04-11,156061,0,0
2022-04-12,168333,0,1
2022-04-13,173915,0,2
2022-04-14,178569,0,3
2022-04-15,165353,0,4
2022-04-16,149735,0,5
2022-04-17,127329,0,6
2022-04-18,147175,0,0
2022-04-19,164247,0,1
2022-04-20,169748,0,2
2022-04-21,174098,0,3
2022-04-22,173458,0,4
2022-04-23,159918,0,5
2022-04-24,134121,0,6
2022-04-25,153469,0,0
2022-04-26,167843,0,1
2022-04-27,177955,0,2
2022-04-28,179065,0,3
2022-04-29,177515,0,4
2022-04-30,163242,0,5
2017-05-01,333034,0,0
2017-05-02,363320,0,1
2017-05-03,378720,0,2
2017-05-04,390985,0,3
2017-05-05,403830,0,4
2017-05-06,414423,0,5
2017-05-07,354163,0,6
2017-05-08,335897,0,0
2017-05-09,361571,0,1
2017-05-10,372462,0,2
2017-05-11,382341,0,3
2017-05-12,393257,0,4
2017-05-13,417132,0,5
2017-05-14,334385,0,6
2017-05-15,341355,0,0
2017-05-16,367140,0,1
2017-05-17,384613,0,2
2017-05-18,385721,0,3
2017-05-19,404631,0,4
2017-05-20,413725,0,5
2017-05-21,356299,0,6
2017-05-22,337538,0,0
2017-05-23,352691,0,1
2017-05-24,368232,0,2
2017-05-25,376506,0,3
2017-05-26,341783,0,4
2017-05-27,303836,0,5
2017-05-28,273059,0,6
2017-05-29,237083,1,0
2017-05-30,324516,0,1
2017-05-31,357342,0,2
